EXCHANGE_ACCOUNT_ID,level,CREATED_AT,FIRST_VERIFIED_AT,STATE_CODE,COUNTRY_CODE,BIRTH_YEAR,OCCUPATION,BROWSER_COUNT,OS_COUNT,TOTAL_DEVICES,SESSION_COUNT,COUNT_BANKS
7203,level_c,11/28/17 0:00,11/26/17 0:00,,sg,1950,Administration,4,3,5,443,2
7205,level_b,8/21/17 0:00,8/18/17 0:00,FL,us,1975,Engineer,3,2,3,198,2
7207,level_c,11/15/17 0:00,11/12/17 0:00,,sg,1983,OIL EXECUTIVE,3,3,6,78,5
7209,level_d,8/8/17 0:00,8/7/17 0:00,ON,ca,1983,Pharmacist,2,2,7,179,2
67,level_a,1/0/00,1/29/18 0:00,,,,,2,1,2,1,3
7213,level_b,8/22/17 0:00,8/16/17 0:00,PA,us,1989,N/A,3,4,16,259,6
7215,level_b,11/3/17 0:00,9/15/17 0:00,CA,us,1982,self employed,2,2,19,141,2
7217,level_d,11/5/17 0:00,11/2/17 0:00,VA,us,1977,Tech,3,3,7,305,2
7219,level_d,1/15/18 0:00,12/28/17 0:00,AB,ca,1985,Self-employed,3,2,3,109,4
7221,level_d,9/6/17 0:00,6/10/17 0:00,CA,us,1997,student,1,1,3,157,1
7223,level_d,12/1/17 0:00,12/1/17 0:00,CA,us,1978,Business,1,1,4,99,7
7225,level_b,6/8/17 0:00,5/31/17 0:00,CA,us,1985,student,3,6,10,247,3
7227,level_d,6/19/17 0:00,6/13/17 0:00,TX,us,1985,Trader,5,3,10,284,6
7229,level_d,5/8/17 0:00,5/1/17 0:00,LA,us,1986,business analyst,5,5,82,443,4
7231,level_b,5/4/18 0:00,12/22/17 0:00,FL,us,1987,CEO,4,3,19,153,1
7233,level_d,9/20/17 0:00,9/17/17 0:00,,sg,1984,Consultant,3,4,10,336,4
7235,level_b,11/2/17 0:00,11/1/17 0:00,MD,us,1993,Software Engineer,3,3,4,65,3
7237,level_d,1/10/18 0:00,1/2/18 0:00,WA,us,1985,Information Technology,3,2,5,79,1
7239,level_b,11/6/16 0:00,10/6/15 0:00,VA,us,1993,Software Engineer,1,1,2,106,2
7241,level_d,12/5/17 0:00,11/30/17 0:00,,sg,1990,Project manager,4,4,21,172,3
7243,level_d,12/27/16 0:00,12/25/16 0:00,GA,us,1995,Graduate Student,2,5,22,319,8
7245,level_b,8/22/17 0:00,8/16/17 0:00,CA,us,1972,CFO,4,3,26,432,3
7247,level_b,10/26/15 0:00,10/26/15 0:00,MI,us,1994,Business executive,5,4,9,224,2
7249,level_d,8/28/17 0:00,8/28/17 0:00,GA,us,1978,MANAGER,3,4,14,709,11
7251,level_b,8/27/16 0:00,8/26/16 0:00,PA,us,1982,Data Scientist,3,2,11,206,4
7253,level_b,11/30/17 0:00,11/30/17 0:00,IL,us,1981,Analyst,2,2,12,101,1
7255,level_b,1/8/18 0:00,1/1/18 0:00,WA,us,1978,IT Consultant,2,2,6,61,4
7257,level_d,8/8/17 0:00,8/6/17 0:00,,gb,1973,Finance,5,4,13,275,3
7259,level_b,10/5/15 0:00,10/5/15 0:00,CA,us,1989,Self Employed,3,3,4,46,1
7261,level_b,7/18/17 0:00,7/14/17 0:00,MS,us,1967,Dentist,3,3,101,829,3
7263,level_b,7/6/19 0:00,9/7/18 0:00,NY,us,1983,,3,4,12,98,6
7265,level_d,6/30/17 0:00,6/26/17 0:00,NJ,us,1977,Self,5,6,36,185,4
7267,level_b,9/3/17 0:00,8/31/17 0:00,MO,us,1978,employee,4,6,13,1607,2
7269,level_b,3/2/17 0:00,3/2/17 0:00,CA,us,1970,ENGINEER,3,3,7,666,2
7271,level_d,11/18/17 0:00,11/17/17 0:00,MD,us,1976,Account Executive,5,4,12,153,4
7273,level_b,4/24/17 0:00,4/7/17 0:00,NC,us,1984,business owner,2,2,6,231,3
7275,level_b,6/13/17 0:00,6/7/17 0:00,CA,us,1979,Self Employed,4,1,6,309,3
7277,level_b,6/13/17 0:00,6/8/17 0:00,NY,us,1989,Private Equity,1,2,6,23,1
7279,level_d,6/13/17 0:00,6/8/17 0:00,CA,us,1971,Sales,4,4,18,208,4
7281,level_b,6/21/17 0:00,6/15/17 0:00,CA,us,1964,consultant,2,1,6,1054,3
7283,level_d,10/12/15 0:00,10/12/15 0:00,NY,us,1979,Software Developer,3,3,10,306,1
7285,level_b,6/9/17 0:00,6/2/17 0:00,TX,us,1968,Professor,1,1,6,537,1
7287,level_b,1/23/18 0:00,1/23/18 0:00,CA,us,1961,private investor,3,3,7,38,2
7289,level_b,8/8/17 0:00,8/8/17 0:00,MS,us,1985,Physician,4,4,20,210,1
7291,level_c,5/16/17 0:00,5/13/17 0:00,NY,us,1979,finance,4,6,12,331,2
7293,level_d,12/7/17 0:00,12/5/17 0:00,,sg,1979,Manager,4,4,21,1046,3
7295,level_b,12/7/16 0:00,12/7/16 0:00,TX,us,1974,engineer,1,1,71,514,4
3735,level_a,3/1/16 0:00,2/25/16 0:00,,,,,,,,1,3
7299,level_d,10/20/17 0:00,12/2/16 0:00,NY,us,1980,none,4,5,12,314,2
7301,level_b,5/23/17 0:00,5/22/17 0:00,NY,us,1978,Sales Manager,3,4,5,269,1
7303,level_d,11/10/16 0:00,11/7/16 0:00,CA,us,1996,College Student,4,4,25,235,4
7305,level_d,5/15/17 0:00,5/10/17 0:00,CA,us,1986,Finance,3,6,18,370,6
7307,level_d,3/13/17 0:00,3/10/17 0:00,VA,us,1982,Consultant,4,4,11,1832,4
7309,level_b,3/13/17 0:00,3/10/17 0:00,CA,us,1964,Consultant,3,3,7,593,6
7311,level_c,6/6/17 0:00,5/28/17 0:00,FL,us,1994,Executive Administrator,2,3,12,722,8
7313,level_b,4/23/18 0:00,4/23/18 0:00,WA,us,1981,Engineering,5,3,63,334,1
7315,level_b,6/6/17 0:00,5/26/17 0:00,NY,us,1990,Analyst,1,2,9,148,6
7317,level_b,4/27/17 0:00,4/19/17 0:00,TX,us,1988,sales rep,3,3,9,216,1
7319,level_d,12/12/17 0:00,11/17/17 0:00,,sg,1976,Service,6,5,13,280,2
7321,level_d,6/12/17 0:00,6/1/17 0:00,NY,us,1987,Business Manager,4,7,31,492,4
7323,level_d,1/6/20 0:00,1/3/20 0:00,PA,us,1938,,2,1,4,14,2
7325,level_b,12/6/17 0:00,11/30/17 0:00,PA,us,1985,Investment Professional,3,5,62,207,2
7327,level_b,5/15/17 0:00,11/17/16 0:00,PA,us,1969,Software Developer,2,2,4,150,3
7329,level_b,6/9/17 0:00,6/2/17 0:00,CA,us,1988,Manager,5,4,41,314,1
7331,level_b,5/13/17 0:00,5/7/17 0:00,CA,us,1985,Attorney,3,5,13,499,1
7333,level_c,9/18/16 0:00,10/6/15 0:00,SC,us,1990,Merchant Mariner,3,4,18,369,1
7335,level_b,1/0/00,8/28/17 0:00,FL,us,1982,Self Employed,5,5,13,1161,10
7337,level_c,1/5/18 0:00,12/17/17 0:00,FL,us,1959,Investor,7,4,13,601,9
7339,level_b,8/15/16 0:00,8/14/16 0:00,FL,us,1971,professor,3,4,16,248,2
7341,level_b,12/26/17 0:00,12/13/17 0:00,CA,us,1980,engineer,2,1,18,61,1
7343,level_c,12/13/17 0:00,12/8/17 0:00,CA,us,1991,Commisioned Sales,5,4,22,178,8
7345,level_c,11/27/17 0:00,11/27/17 0:00,Hong Kong,hk,1980,consultant,1,2,23,67,5
7347,level_c,12/8/17 0:00,12/6/17 0:00,,sg,1974,Manager,4,3,21,540,2
7349,level_b,10/27/17 0:00,10/26/17 0:00,NY,us,1984,technology,4,6,14,215,2
7351,level_b,6/14/17 0:00,6/13/17 0:00,VA,us,1986,Sales,3,3,9,465,1
7353,level_b,3/11/16 0:00,3/11/16 0:00,NV,us,1985,CEO,3,3,10,185,3
7355,level_d,11/18/17 0:00,11/17/17 0:00,IL,us,1995,Student,3,2,14,86,4
7357,level_d,7/22/17 0:00,7/19/17 0:00,TX,us,1948,MANAGEMENT,2,4,28,459,1
7359,level_c,12/12/16 0:00,12/12/16 0:00,CA,us,1979,Tech,4,4,7,410,5
7361,level_d,12/1/17 0:00,11/30/17 0:00,,sg,1977,Manager,3,5,16,296,4
7363,level_b,12/20/17 0:00,12/8/17 0:00,NY,us,1987,COO,6,4,20,826,1
7365,level_b,12/31/17 0:00,12/25/17 0:00,CA,us,1978,self employed,2,3,5,38,1
7367,level_b,9/6/17 0:00,9/5/17 0:00,TX,us,1975,Entrepeneur,2,3,4,168,3
6245,level_e,1/0/00,6/27/18 0:00,MD,us,,,1,1,1,1,3
7371,level_b,6/6/17 0:00,5/11/17 0:00,NJ,us,1994,Student,2,3,4,124,1
7373,level_c,5/19/17 0:00,5/19/17 0:00,PA,us,1981,Manufacturing,2,3,8,159,3
7375,level_d,1/6/17 0:00,1/4/17 0:00,CA,us,1977,Voice Actor,3,4,10,1087,3
7377,level_b,8/22/17 0:00,6/25/17 0:00,NV,us,1984,investor,2,1,3,166,2
7379,level_b,6/8/17 0:00,5/29/17 0:00,CA,us,1981,Self Employed,2,2,11,349,1
7381,level_b,4/7/16 0:00,4/4/16 0:00,NY,us,1994,construction,2,2,3,236,2
4889,level_b,1/0/00,3/1/18 0:00,FL,us,1976,IT developer,3,2,11,145,4
7385,level_b,4/7/17 0:00,3/24/17 0:00,NJ,us,1987,digital marketing,4,2,13,309,3
7387,level_d,5/27/16 0:00,5/27/16 0:00,CA,us,1959,Program Manager,4,4,7,263,3
333,level_b,9/20/17 0:00,9/20/17 0:00,NY,us,1961,managing partner,1,1,1,2,5
7391,level_b,5/8/17 0:00,4/30/17 0:00,VA,us,1993,Medical Sales Administration,5,5,25,913,4
7393,level_b,10/11/17 0:00,9/6/17 0:00,MO,us,1974,Application Engineer,1,2,17,307,6
7395,level_b,9/11/17 0:00,8/28/17 0:00,VA,us,1968,SALES,4,4,6,168,3
7397,level_b,5/1/17 0:00,4/19/17 0:00,TX,us,1956,retired,1,1,4,50,4
7399,level_b,9/16/17 0:00,9/15/17 0:00,FL,us,1976,broker,3,2,4,143,1
7401,level_b,6/23/17 0:00,6/20/17 0:00,NC,us,1971,Technology Architect,3,2,15,66,1
7403,level_c,6/26/17 0:00,6/21/17 0:00,TX,us,1960,Entrepreneur,1,1,43,342,5
7405,level_b,10/18/17 0:00,10/17/17 0:00,CA,us,1957,Executive,3,2,9,189,4
7407,level_d,4/4/17 0:00,4/3/17 0:00,NY,us,1987,,3,4,17,125,3
3,level_a,1/0/00,4/10/17 0:00,,,,,1,1,1,1,4
7411,level_d,7/15/16 0:00,7/15/16 0:00,CA,us,1944,Retired,3,1,20,92,3
7413,level_d,6/9/17 0:00,3/6/17 0:00,PA,us,1987,IT,3,4,21,562,9
7415,level_b,12/21/16 0:00,12/21/16 0:00,NY,us,1953,Health Care,3,1,19,250,4
7417,level_b,5/8/17 0:00,5/4/17 0:00,CA,us,1985,Media Buyer,3,5,8,316,1
7419,level_b,10/3/16 0:00,10/2/16 0:00,PA,us,1965,telecom management,2,1,7,94,1
7421,level_b,6/29/17 0:00,6/25/17 0:00,UT,us,1966,Business Owner,9,6,43,186,3
7423,level_d,1/8/18 0:00,12/19/17 0:00,NJ,us,1968,Jeweler,6,4,34,236,5
7425,level_d,5/23/17 0:00,1/7/17 0:00,MI,us,1984,CEO,2,1,12,179,3
7427,level_b,1/12/17 0:00,1/12/17 0:00,NY,us,1986,Risk Management,3,3,14,693,6
7429,level_d,12/1/16 0:00,11/7/16 0:00,FL,us,1976,self-employed,4,3,10,932,4
7431,level_b,6/7/17 0:00,5/30/17 0:00,CA,us,1968,software engineer,1,1,4,49,
7433,level_b,11/15/17 0:00,11/12/17 0:00,KS,us,1985,CEO,3,2,8,63,1
7435,level_c,1/10/17 0:00,1/7/17 0:00,NJ,us,1998,Self-employed,2,3,19,1580,6
7437,level_d,11/5/17 0:00,11/5/17 0:00,TX,us,1980,SVP,5,5,28,439,6
7439,level_b,6/21/17 0:00,6/16/17 0:00,TX,us,1983,QA Software,4,2,6,66,2
7441,level_d,10/4/17 0:00,7/19/17 0:00,CA,us,1988,Entrepreneur,3,3,13,192,3
7443,level_d,7/7/16 0:00,10/8/15 0:00,NJ,us,1983,Software Engineer,5,5,10,74,2
7445,level_d,2/13/18 0:00,12/31/17 0:00,,hk,1986,Techinician,4,5,18,560,4
7447,level_b,11/15/16 0:00,10/31/16 0:00,IL,us,1993,Freelancer,1,1,2,908,3
7449,level_c,5/14/17 0:00,5/8/17 0:00,IL,us,1989,Self-Employed,2,2,12,534,1
7201,level_a,1/10/18 0:00,12/20/17 0:00,,,,,1,1,1,1,12
7453,level_c,9/18/17 0:00,9/18/17 0:00,BC,ca,1959,Homemaker,2,5,10,331,2
7455,level_b,1/10/18 0:00,12/20/17 0:00,NY,us,1976,Business owner/CEO,4,4,14,216,1
7457,level_c,5/25/17 0:00,5/23/17 0:00,,hk,1991,Accountant,2,3,3,293,5
7459,level_b,11/9/17 0:00,12/7/16 0:00,SC,us,1961,retired,3,3,9,104,7
7461,level_b,11/15/16 0:00,11/15/16 0:00,CA,us,1984,Landscaper,1,1,2,18,3
7463,level_c,12/18/17 0:00,12/11/17 0:00,QC,ca,1983,Project Manager,2,2,5,472,2
7465,level_d,12/8/17 0:00,12/6/17 0:00,,sg,1983,Event Producer,4,3,10,256,2
7467,level_b,12/31/17 0:00,12/23/17 0:00,TX,us,1976,DBA Adminstrator,5,6,48,199,1
7469,level_d,7/11/17 0:00,1/14/16 0:00,WA,us,1956,Fraud Examiner,5,3,82,130,2
7471,level_b,5/4/17 0:00,4/26/17 0:00,TN,us,1987,Consultant,2,3,6,188,1
7473,level_c,6/30/17 0:00,6/26/17 0:00,,gb,1976,Fund Mananager,4,6,22,201,9
7475,level_b,10/8/15 0:00,10/8/15 0:00,CO,us,1986,Military,4,5,17,210,2
7477,level_b,11/27/17 0:00,11/25/17 0:00,OR,us,1985,Unemployed,2,3,14,94,2
7479,level_d,8/24/17 0:00,6/27/17 0:00,,gb,1972,retired,3,3,8,167,4
7481,level_b,2/28/18 0:00,12/29/17 0:00,CA,us,1966,Financial Analyst & Entrepreneur,3,1,8,22,2
7483,level_d,8/3/17 0:00,8/2/17 0:00,QC,ca,1985,Military,4,4,7,808,3
7485,level_d,10/18/17 0:00,10/17/17 0:00,AB,ca,1970,Inspector,5,3,44,195,2
7487,level_b,11/14/16 0:00,9/27/16 0:00,UT,us,1976,Space cowboy,2,4,14,188,3
7489,level_c,6/5/17 0:00,5/26/17 0:00,NY,us,1990,uber driver,6,5,26,587,4
7491,level_b,1/13/17 0:00,1/13/17 0:00,MO,us,1977,Law Enforcement,5,3,11,129,2
7493,level_c,6/19/17 0:00,10/8/15 0:00,WA,us,1935,retired,6,5,35,269,1
7495,level_b,8/15/17 0:00,8/12/17 0:00,NY,us,1975,Physician,3,3,9,61,1
7497,level_c,6/24/16 0:00,5/19/16 0:00,NY,us,1986,CTO,5,3,13,1198,4
7499,level_b,6/22/17 0:00,6/18/17 0:00,CA,us,1978,Software Engineer,4,6,8,340,1
7501,level_d,7/19/17 0:00,7/16/17 0:00,,gb,1978,CEO,1,1,4,98,4
7503,level_d,7/23/18 0:00,7/23/18 0:00,BC,ca,1965,Business owner,2,2,12,66,3
7505,level_b,7/20/17 0:00,7/17/17 0:00,ID,us,1948,Medical,3,4,10,254,4
7507,level_b,3/12/17 0:00,3/10/17 0:00,CA,us,1990,Sales Manager,6,5,14,190,3
7509,level_d,10/19/17 0:00,10/19/17 0:00,UT,us,1991,Engineer,2,4,6,215,3
7511,level_d,1/28/20 0:00,1/28/20 0:00,TN,US,1985,,4,2,5,18,7
7513,level_d,7/5/17 0:00,6/27/17 0:00,CA,us,1988,researcher,2,2,2,98,6
7515,level_b,1/20/17 0:00,1/20/17 0:00,CT,us,1979,Accountant,4,7,24,326,2
7517,level_d,12/27/17 0:00,12/8/17 0:00,,sg,1989,Events Planner,2,2,3,313,8
5947,level_d,8/28/17 0:00,8/19/17 0:00,CA,us,1982,EVP,5,3,11,52,4
7521,level_b,5/23/17 0:00,5/22/17 0:00,MD,us,1993,Online Salesman,2,3,7,436,1
4957,level_d,1/0/00,1/26/18 0:00,,sg,1991,Manager,2,5,18,195,5
7525,level_b,5/2/17 0:00,4/20/17 0:00,ID,us,1969,Sales Manager,2,3,8,86,4
7527,level_c,6/1/17 0:00,5/25/17 0:00,PA,us,1986,Nonprofit,4,3,19,803,6
7529,level_d,1/16/18 0:00,12/21/17 0:00,,sg,1986,Senior Advisor,4,5,36,266,4
7531,level_d,8/24/17 0:00,8/21/17 0:00,FL,us,1979,RN,2,2,7,106,2
7023,level_f,1/0/00,12/5/17 0:00,MA,us,1977,entrepreneur,2,1,2,2,2
7535,level_b,6/24/16 0:00,6/19/16 0:00,CA,us,1979,Finance Manager,4,6,15,239,1
7537,level_d,5/31/17 0:00,5/25/17 0:00,CA,us,1987,Business,2,3,14,258,1
7539,level_b,6/29/17 0:00,6/25/17 0:00,NY,us,1962,Artist,3,2,4,788,3
7541,level_b,1/20/17 0:00,1/20/17 0:00,PA,us,1991,Self-Employ,4,3,6,813,8
7543,level_b,5/23/17 0:00,5/22/17 0:00,CA,us,1990,Engineer,1,2,4,148,2
7545,level_c,11/17/17 0:00,11/16/17 0:00,WA,us,1988,Engineer,1,1,5,34,2
7547,level_d,1/28/20 0:00,1/28/20 0:00,TN,US,1985,,4,2,5,18,
7549,level_c,9/3/17 0:00,7/21/17 0:00,CA,us,1972,portfolio manager,1,1,9,185,11
7551,level_b,6/22/17 0:00,6/7/17 0:00,CA,us,1989,Investor,2,2,98,192,1
7553,level_b,9/7/17 0:00,8/12/17 0:00,NY,us,1986,Financial Analyst,5,4,34,128,1
7555,level_c,5/24/16 0:00,5/24/16 0:00,,hk,1986,,3,2,14,63,
933,level_e,11/27/17 0:00,11/27/17 0:00,FL,us,,,1,1,1,1,1
7559,level_b,6/27/18 0:00,4/17/18 0:00,NV,us,1974,self,3,2,8,269,6
7561,level_b,10/30/15 0:00,10/14/15 0:00,NY,us,1990,Commercial Real Estate Broker,5,4,18,751,4
7563,level_b,6/19/17 0:00,6/13/17 0:00,WA,us,1969,Consultant,2,4,9,183,1
7565,level_c,3/20/17 0:00,12/23/16 0:00,FL,us,1959,entrepreneur,3,3,21,175,2
7567,level_b,5/13/17 0:00,5/9/17 0:00,NY,us,1994,Financial Analyst,2,3,8,212,4
7569,level_b,5/30/17 0:00,5/25/17 0:00,IL,us,1963,Trader,3,4,12,233,7
7571,level_d,9/3/17 0:00,9/2/17 0:00,,sg,1974,Self employed,2,1,48,135,3
7573,level_d,7/26/17 0:00,7/24/17 0:00,FL,us,1994,Student,2,3,13,244,1
7575,level_b,3/14/17 0:00,3/12/17 0:00,MD,us,1986,Server,4,2,17,174,2
7577,level_d,8/6/17 0:00,8/6/17 0:00,MD,us,1977,Business Development,5,6,74,273,6
7579,level_b,12/27/17 0:00,12/13/17 0:00,UT,us,1982,investor,4,3,6,157,3
7581,level_b,11/9/19 0:00,11/5/19 0:00,AZ,us,1955,,4,2,15,40,5
1527,level_a,1/0/00,6/19/17 0:00,,,,,,,,1,5
7585,level_b,5/4/17 0:00,4/24/17 0:00,TX,us,1981,Diplomat,4,5,12,95,2
7587,level_b,1/22/18 0:00,12/22/17 0:00,IL,us,1958,Director,1,1,2,4,1
993,level_c,1/0/00,12/24/17 0:00,NY,us,1955,Executive,2,2,4,150,4
7591,level_b,5/25/17 0:00,5/24/17 0:00,TX,us,1980,Marketer,3,2,9,302,4
7593,level_b,8/23/16 0:00,8/23/16 0:00,MN,us,1955,Retired,2,3,12,145,2
7595,level_b,6/28/17 0:00,6/19/17 0:00,CA,us,1982,Entrepreneur,1,2,11,202,7
7597,level_b,4/29/19 0:00,4/27/19 0:00,TX,US,1980,,6,2,14,526,7
7599,level_d,5/3/17 0:00,4/19/17 0:00,KS,us,1954,surgeon,6,6,15,1492,1
7601,level_b,5/28/17 0:00,5/24/17 0:00,FL,us,1989,Military,1,1,5,50,1
7603,level_b,6/9/17 0:00,6/1/17 0:00,NJ,us,1962,Dentist,,,,137,2
7605,level_b,6/16/17 0:00,6/12/17 0:00,MA,us,1981,Real Estate,3,4,13,535,3
7607,level_b,6/11/17 0:00,6/3/17 0:00,NY,us,1989,Analyst,1,1,4,306,1
7609,level_d,8/24/17 0:00,8/20/17 0:00,Hong kong,hk,1972,Pharmacist,3,6,11,258,2
7611,level_c,3/1/17 0:00,2/28/17 0:00,TX,us,1963,tech,3,4,10,1185,8
7613,level_c,5/19/16 0:00,5/18/16 0:00,NY,us,1987,RE Professional,5,3,18,315,7
7615,level_d,12/17/17 0:00,12/3/17 0:00,UT,us,1989,Business Owner,4,3,14,167,2
7617,level_b,6/23/16 0:00,6/22/16 0:00,NY,us,1981,Education,10,8,72,601,2
7619,level_d,1/9/17 0:00,1/6/17 0:00,CA,us,1978,Data Scientist,5,3,9,307,2
7621,level_d,5/16/17 0:00,1/14/17 0:00,FL,us,1988,Knowledge Management,4,3,18,214,3
7623,level_b,6/9/17 0:00,6/2/17 0:00,CA,us,1988,Investor,1,1,6,100,1
7625,level_d,5/10/17 0:00,5/4/17 0:00,,hk,1970,Finance,3,4,7,92,2
7627,level_c,11/27/17 0:00,11/27/17 0:00,CA,us,1959,Retired,2,2,6,79,1
869,level_b,1/9/18 0:00,12/19/17 0:00,IL,us,1989,Finance - Trader,2,3,15,213,2
7631,level_b,5/26/17 0:00,5/24/17 0:00,NY,us,1963,Consultant,2,2,33,101,4
7633,level_d,9/11/17 0:00,9/8/17 0:00,,sg,1982,admin,1,2,10,77,2
7635,level_d,3/5/18 0:00,1/15/18 0:00,WA,us,1983,Engineer,1,2,12,87,3
7637,level_d,5/10/18 0:00,5/10/18 0:00,,gb,1973,retail,1,1,1,1,4
7639,level_b,6/1/17 0:00,5/25/17 0:00,NJ,us,1982,Real Estate Broker,3,3,16,151,3
7641,level_d,12/31/17 0:00,12/24/16 0:00,CA,us,1993,Engineer,1,1,4,127,2
7643,level_d,5/29/17 0:00,5/24/17 0:00,UT,us,1989,Self employed,3,3,6,371,11
7645,level_c,4/29/17 0:00,4/19/17 0:00,IN,us,1949,Lawyer,2,2,5,410,5
7647,level_d,3/22/17 0:00,3/17/17 0:00,NJ,us,1991,vice president,5,5,20,943,1
7649,level_d,11/4/17 0:00,10/22/17 0:00,,gb,1991,Coach,2,2,2,92,2
7651,level_b,12/14/17 0:00,11/9/17 0:00,FL,us,1979,UPS,1,1,5,21,2
7653,level_b,12/24/17 0:00,12/20/17 0:00,UT,us,1958,Programmer Analyst,3,2,6,142,3
7655,level_c,7/29/17 0:00,5/5/16 0:00,NJ,us,1985,Technology,2,2,10,59,4
7657,level_b,12/11/17 0:00,12/7/17 0:00,CA,us,1968,self-employment,1,3,7,177,3
7659,level_d,7/9/16 0:00,7/7/16 0:00,FL,us,1975,CEO Plastics Distribution and Trading,2,1,7,184,3
7661,level_b,5/19/16 0:00,5/19/16 0:00,CA,us,1987,Filmmaker,2,2,3,50,4
7663,level_b,1/9/18 0:00,12/19/17 0:00,MD,us,1949,self-employed,2,4,9,39,3
7665,level_c,10/6/17 0:00,10/5/17 0:00,TX,us,1985,employee,2,3,13,350,2
7667,level_c,9/19/17 0:00,9/16/17 0:00,NM,us,1967,Art Therapist,2,3,17,162,1
7669,level_d,1/8/18 0:00,12/5/17 0:00,,gb,1966,Director,4,3,12,92,4
7671,level_b,6/6/17 0:00,5/28/17 0:00,TX,us,1982,Self Employed,4,3,7,276,2
7673,level_d,5/12/17 0:00,5/6/17 0:00,NJ,us,1968,Engineer,3,3,11,1522,2
7675,level_d,4/17/17 0:00,3/27/17 0:00,CA,us,1964,Businessman,4,5,22,418,3
7677,level_b,2/24/17 0:00,2/13/17 0:00,NC,us,1968,Self Employed,1,1,48,212,2
7679,level_b,12/16/17 0:00,12/10/17 0:00,MD,us,1968,US Army/Musician,6,3,20,231,3
7681,level_b,9/18/17 0:00,6/13/17 0:00,CA,us,1985,Programmer,1,1,2,62,4
7683,level_d,1/12/17 0:00,1/12/17 0:00,CA,us,1993,Worker,4,2,7,247,3
7685,level_c,3/29/18 0:00,3/12/18 0:00,,sg,1948,Engineer,1,1,2,146,2
7687,level_b,6/12/17 0:00,5/25/17 0:00,PA,us,1985,Self,2,2,3,127,1
7689,level_b,6/2/17 0:00,5/26/17 0:00,OH,us,1957,Health care Education,4,5,14,269,3
7691,level_d,9/7/17 0:00,9/6/17 0:00,,sg,1975,executive search,2,3,11,190,2
7693,level_b,10/6/15 0:00,10/6/15 0:00,NC,us,1980,trader,1,2,4,1045,4
7695,level_d,6/12/17 0:00,6/6/17 0:00,FL,us,1971,investor,2,2,2,278,7
7697,level_d,7/27/17 0:00,7/27/17 0:00,NY,us,1962,writer,4,5,114,366,8
7699,level_b,6/16/16 0:00,5/9/16 0:00,MN,us,1985,Attorney,2,5,59,559,2
7701,level_b,5/30/17 0:00,5/25/17 0:00,PA,us,1977,Granite Store Manager,3,4,14,233,3
7703,level_b,8/29/17 0:00,8/28/17 0:00,PR,us,1982,Investor,1,1,11,99,2
719,level_a,1/0/00,1/8/17 0:00,,,,,,,,1,19
7707,level_d,11/29/17 0:00,11/29/17 0:00,,sg,1985,Real Estate,5,4,11,417,2
7709,level_d,1/3/18 0:00,12/12/17 0:00,FL,us,1975,General Srugeon,2,4,5,340,2
1135,level_d,1/23/18 0:00,1/19/18 0:00,,gb,1982,Finance,1,1,3,2,
7713,level_b,12/13/17 0:00,12/13/17 0:00,NY,us,1981,Trader,1,1,6,196,2
7715,level_b,2/13/17 0:00,1/14/17 0:00,TX,us,1965,Sham,3,3,8,213,1
7717,level_b,11/1/17 0:00,11/1/17 0:00,VA,US,1984,Software Engineer,4,5,31,142,2
7719,level_b,9/19/17 0:00,9/18/17 0:00,NY,us,1985,Consultant,3,3,9,343,4
7721,level_b,1/13/17 0:00,1/4/17 0:00,FL,us,1964,Self-Employed,5,7,14,624,1
3085,level_b,11/20/17 0:00,11/19/17 0:00,CO,us,1973,Attorney,6,4,56,404,3
7725,level_b,5/10/17 0:00,5/4/17 0:00,CO,us,1993,United States Navy,3,4,10,125,4
7727,level_b,6/13/17 0:00,6/8/17 0:00,PA,us,1989,Blockchain Research Analyst,3,3,10,42,3
7729,level_b,6/14/17 0:00,6/9/17 0:00,IL,us,1964,Trader,5,4,40,449,6
7731,level_b,6/15/17 0:00,6/12/17 0:00,CA,us,1991,Engineer,1,1,2,42,4
7733,level_b,12/8/17 0:00,12/6/17 0:00,NY,us,1976,attorney,3,3,7,110,2
6045,level_c,1/0/00,2/5/18 0:00,HONG KONG,hk,1985,BANKER,4,4,22,266,8
7737,level_c,9/20/16 0:00,9/19/16 0:00,CA,us,1951,Underwritter,3,3,5,1221,7
7739,level_b,8/24/17 0:00,8/21/17 0:00,TN,us,1977,GM,2,2,6,182,1
7741,level_b,7/22/17 0:00,7/22/17 0:00,CO,us,1990,Medical Assistant,4,5,14,64,2
7743,level_b,5/29/17 0:00,5/25/17 0:00,CT,us,1975,vending,2,2,4,237,3
7745,level_d,5/16/17 0:00,5/14/17 0:00,,sg,1986,Manager,2,3,6,392,2
7747,level_b,10/15/17 0:00,10/13/17 0:00,CO,us,1974,Algorithmic Trader,1,2,9,31,4
7749,level_b,2/12/17 0:00,2/10/17 0:00,TX,us,1973,IT Consulting,4,2,14,128,3
7751,level_b,5/6/17 0:00,4/28/17 0:00,MI,us,1991,Head Of Product,2,2,8,120,3
7753,level_b,10/28/15 0:00,10/28/15 0:00,CA,us,1964,Engineer,2,1,10,298,9
7755,level_b,6/13/17 0:00,6/7/17 0:00,CA,us,1967,Attorney,2,1,75,236,2
7757,level_d,8/13/17 0:00,8/10/17 0:00,NJ,us,1974,IT Engineer,2,4,8,369,3
