EXCHANGE_ACCOUNT_ID,SENT_INDIRECT_EXPOSURE,SENT_DIRECT_EXPOSURE,RECEIVED_INDIRECT_EXPOSURE,RECEIVED_DIRECT_EXPOSURE,cluster_category,cluster_name
14939,0,0,52.6,0,category_9,service_159
13815,3.39,0,0,0,category_4,service_16
6787,1224.15,500.34,4.15,4.15,category_1,service_11
7363,21079.01,21079.01,70498.77,70498.77,category_1,service_53
7999,185.73,0,0,0,category_1,service_125
17767,5670.02,0,68.65,0,category_6,service_20
7999,162.53,0,0,0,category_8,service_115
17767,12782.54,0,0,0,category_1,service_72
17745,0,0,286.1,0,category_1,service_89
6787,23.75,0,0,0,category_1,service_85
13815,3.19,0,0,0,category_4,service_161
17767,118.08,0,44,0,category_9,service_45
7999,21.74,0,0,0,category_7,service_137
7999,13673.78,0,0,0,category_2,service_3
10305,0,0,1593.46,0,category_7,service_68
17767,3.05,0,0,0,category_1,service_6
17767,2.13,0,0,0,category_1,service_38
17767,208.97,0,0,0,category_8,service_82
17767,10.47,0,0,0,category_1,service_459
5675,1279.46,0,0,0,category_1,service_87
8053,1419.07,0,0,0,category_2,service_3
6787,11.87,0,0,0,category_12,service_287
17767,4328.67,0,0,0,category_2,service_3
7999,156.36,0,85773.72,0,category_1,service_89
5675,36.67,0,0,0,category_1,service_520
20045,15.04,0,0,0,category_1,service_66
5675,945.68,0,0,0,category_1,service_163
13815,94.94,0,0,0,category_2,service_3
9647,0,0,60.09,0,category_1,service_9
9647,24225.36,0,75772.56,0,category_1,service_28
10305,276.41,276.41,84.68,84.68,category_1,service_128
17767,0,0,34.33,0,category_1,service_269
17767,531.86,0,0,0,category_12,service_106
9647,0,0,457.87,0,category_1,service_5
7999,9.84,0,0,0,category_4,service_86
7999,38768.4,10.14,687939.12,0,category_1,service_53
13815,2069.28,2065.37,0,0,category_1,service_75
5675,3.46,0,0,0,category_1,service_118
14939,0,0,72.2,0,category_9,service_45
13815,2.7,0,0,0,category_7,service_117
9647,0,0,19.41,0,category_1,service_85
14939,0,0,5299.06,0,category_1,service_87
13815,0,0,205.56,0,category_1,service_299
7999,0,0,10786.43,0,category_5,service_270
7999,891.15,0,139.67,0,category_1,service_87
6787,0,0,263.15,0,category_1,service_253
5675,35325.21,0,0,0,category_11,service_172
14939,0,0,133.63,0,category_1,service_38
7999,0,0,687.37,0,category_1,service_91
8053,0,0,10.94,0,category_1,service_116
17767,79.08,0,0,0,category_1,service_195
17767,622.69,0,0,0,category_1,service_180
17745,0,0,20.03,0,category_1,service_128
10305,10.22,0,0,0,category_3,service_232
10305,0,0,43.27,0,category_7,service_121
13815,0,0,572.59,0,category_1,service_390
19533,55494.17,55494.17,38001.51,38001.51,category_1,service_53
9647,0,0,75.52,0,category_2,service_130
7999,27.72,0,0,0,category_1,service_144
9647,0,0,5.56,0,category_1,service_407
20045,35.62,0,0,0,category_6,service_18
13815,0,0,1270.8,0,category_1,service_132
9647,0,0,34.25,0,category_1,service_219
14673,5.32,0,0,0,category_1,service_85
9647,1.23,0,9945.19,0,category_1,service_149
7999,0,0,102.01,0,category_1,service_138
6787,1354.13,0,0,0,category_1,service_15
7363,562.84,562.84,9187.31,0,category_4,service_41
13815,0,0,64.12,0,category_2,service_142
9647,3524.49,2954.38,176.57,0,category_1,service_2
10305,0,0,504.81,0,category_4,service_41
8053,0,0,411.64,0,category_1,service_328
6787,1746.64,0,7818.03,0,category_1,service_28
5675,5.59,0,0,0,category_1,service_100
10305,0,0,5.36,0,category_1,service_85
19533,0,0,7.49,0,category_4,service_86
17767,46.67,0,0,0,category_2,service_61
14673,30970.59,0,0,0,category_1,service_53
14939,0,0,10871.44,0,category_1,service_89
5675,3.56,0,0,0,category_1,service_195
5675,102.51,0,0,0,category_1,service_6
17767,11.09,0,0,0,category_4,service_16
14939,0,0,2407.46,0,category_6,service_18
14939,0,0,26.73,0,category_1,service_63
17767,0,0,4.05,0,category_1,service_351
14939,0,0,12.62,0,category_12,service_525
13815,0.99,0,0,0,category_8,service_58
14939,0,0,3095.01,0,category_1,service_28
17767,81.47,0,0,0,category_4,service_147
14673,201.74,0,0,0,category_1,service_50
10305,53.6,0,106.18,0,category_1,service_5
5675,4590.84,0,0,0,category_1,service_2
8053,0,0,78.65,0,category_1,service_181
7363,0,0,2870.05,0,category_1,service_244
17767,37846.23,37721.69,0,0,category_1,service_66
13815,1334.16,0,0,0,category_9,service_45
5675,15.95,0,0,0,category_7,service_121
19533,90149.26,14951.43,337596.86,241554.14,category_1,service_2
9647,0,0,463.79,0,category_1,service_374
9647,0,0,25.42,0,category_7,service_117
17767,233.04,0,64.35,0,category_1,service_50
7363,0,0,1739.05,0,category_1,service_29
17767,87.48,0,0,0,category_1,service_14
9647,0,0,3614.21,0,category_12,service_106
17767,114.29,0,0,0,category_1,service_75
9647,0,0,420.93,0,category_2,service_176
7999,17.95,0,0,0,category_4,service_41
7999,96191.09,3928.93,544936.92,3665.61,category_1,service_11
14673,164.93,0,0,0,category_2,service_130
10305,0,0,28.2,0,category_1,service_260
14939,0,0,240.13,0,category_2,service_8
7363,0,0,96.74,0,category_1,service_10
17767,45558.02,0,24090.98,0,category_1,service_28
17767,251.28,0,0,0,category_4,service_81
17767,746.43,0,0,0,category_1,service_9
6787,554.04,0,0,0,category_6,service_148
17745,0,0,0.02,0,category_5,service_19
9647,0,0,598.85,317.83,category_1,service_158
7999,0,0,785.58,0,category_1,service_247
14673,0,0,23611.31,0,category_1,service_5
14939,0,0,115.25,0,category_1,service_186
7363,0,0,44.9,0,category_1,service_5
17767,1.79,0,0,0,category_1,service_317
14673,117.41,0,0,0,category_6,service_20
7999,279.26,0,0,0,category_1,service_15
13815,0.96,0,0,0,category_9,service_318
6787,0,0,5.23,0,category_5,service_273
7999,0,0,36778.6,0,category_1,service_24
14673,169.22,0,10288.99,0,category_6,service_18
17767,4451.45,0,0,0,category_1,service_128
10305,0,0,41.04,0,category_4,service_489
10305,0,0,920.2,0,category_8,service_165
9647,0,0,32.52,0,category_1,service_36
7999,1032.48,0,128.67,0,category_1,service_149
7999,825.08,0,0,0,category_1,service_27
7999,0,0,11056.13,0,category_1,service_113
9647,2439.65,0,0,0,category_1,service_431
7999,23,0,0,0,category_1,service_156
8053,0,0,1123.65,0,category_9,service_189
17767,4193.7,0,57.86,0,category_1,service_1
17767,47.38,0,0,0,category_1,service_132
10305,0,0,248.06,0,category_1,service_219
10305,34.09,0,149.1,0,category_1,service_28
9647,0,0,23.16,0,category_1,service_33
7363,0,0,5832.29,0,category_1,service_89
5675,25.55,0,0,0,category_2,service_142
17767,1.54,0,0,0,category_11,service_172
5675,38.33,0,0,0,category_1,service_43
17767,156.6,0,90427.96,0,category_1,service_5
14939,0,0,255.84,0,category_1,service_2
14939,0,0,26.64,0,category_1,service_128
7999,1120.09,0,622.21,0,category_5,service_52
9647,0,0,97.19,0,category_1,service_66
13815,77311.19,69316.72,163718.45,139881.06,category_1,service_1
5675,23.38,0,0,0,category_3,service_232
14939,0,0,146.79,0,category_7,service_117
5675,3610.76,0,0,0,category_1,service_128
10305,471.25,0,805.61,0,category_1,service_50
17767,20.05,0,0,0,category_2,service_142
19533,221508.46,72247.84,438180.67,16183.47,category_1,service_28
7363,0,0,132.25,0,category_7,service_68
8053,203.66,0,39.99,0,category_5,service_52
7999,0,0,86,0,category_1,service_369
14939,0,0,273.09,0,category_6,service_148
5675,12.57,0,0,0,category_2,service_8
7999,0,0,3445.23,0,category_8,service_261
5675,27.77,0,0,0,category_1,service_158
17767,79.17,0,0,0,category_1,service_34
17767,79.88,0,10.18,0,category_6,service_148
5675,7.71,0,0,0,category_1,service_116
7999,102.3,0,0,0,category_1,service_191
17767,3.2,0,0,0,category_1,service_157
8053,0,0,125.8,0,category_1,service_73
7999,0,0,31.56,0,category_9,service_45
17767,24.12,0,34.33,0,category_4,service_84
8053,377.14,0,15671.88,0,category_1,service_11
13815,1.56,0,0,0,category_1,service_379
7999,8.45,0,5673.47,0,category_1,service_9
7999,0,0,21032.36,0,category_1,service_100
7363,0,0,4327.27,0,category_4,service_69
14673,29.98,0,0,0,category_1,service_1
9647,0,0,122.28,0,category_1,service_526
5675,137.61,0,0,0,category_5,service_292
5675,47.9,0,0,0,category_7,service_68
9647,1759.19,0,1671.1,0,category_3,service_44
20045,11.17,0,0,0,category_1,service_73
9647,0,0,2978.96,0,category_1,service_188
7999,1039.12,0,2959.59,0,category_1,service_34
6787,43.4,0,0,0,category_6,service_20
7739,2372.04,0,0,0,category_2,service_142
7739,0,0,765.33,0,category_3,service_44
19111,0,0,2224.18,0,category_2,service_8
17333,62.25,0,0,0,category_6,service_148
17333,0,0,16.45,0,category_5,service_65
5559,3994.43,3016.11,0,0,category_1,service_166
7739,0,0,27.5,0,category_1,service_188
7739,0,0,1287.52,0,category_9,service_45
21611,2253.82,2219.76,170.66,0,category_1,service_2
7425,5184.24,0,0,0,category_1,service_235
14341,0,0,10.06,0,category_1,service_157
14341,0,0,10709.99,0,category_1,service_100
7739,0,0,13.52,0,category_1,service_476
21513,4720.12,0,0,0,category_1,service_156
21611,9.51,0,0,0,category_8,service_368
20549,76165.61,76165.61,16887.22,16887.22,category_1,service_53
21611,33780.34,2777.1,13610.44,1267.46,category_1,service_11
14341,0,0,9.26,0,category_1,service_238
17333,94.82,0,0,0,category_1,service_125
14341,0,0,399.12,0,category_5,service_52
12819,93.08,0,0,0,category_1,service_132
20429,0,0,721.94,0,category_7,service_117
7739,0,0,258.63,0,category_8,service_314
15135,0,0,140.49,0,category_1,service_9
7739,512.28,0,33.88,0,category_2,service_8
7739,32.44,0,0,0,category_1,service_252
17333,0,0,23.03,0,category_7,service_297
21611,9.5,0,0,0,category_1,service_46
8779,12.41,0,0,0,category_4,service_173
7739,64.33,0,3733.51,0,category_1,service_144
15135,0,0,111.65,0,category_1,service_28
12211,0,0,301.25,0,category_1,service_50
21611,0,0,2984.86,0,category_1,service_5
14341,62.99,0,64.09,0,category_2,service_3
17333,44.11,0,23.24,0,category_1,service_156
12819,26.12,0,0,0,category_6,service_148
21611,23.32,0,0,0,category_1,service_127
14341,0,0,579.45,0,category_1,service_312
5559,2009.1,993.37,0,0,category_1,service_34
18425,4106.72,4106.72,0,0,category_1,service_187
8779,751.19,0,93.22,0,category_3,service_44
8779,49.04,0,0,0,category_1,service_101
7739,0,0,33.13,0,category_1,service_22
8779,15278.32,0,32528.26,16300.09,category_1,service_28
14341,0,0,78.65,0,category_1,service_191
12819,7414.59,7414.59,6252.19,5092.1,category_1,service_128
19111,0,0,1.89,0,category_1,service_25
7739,0,0,24.84,0,category_1,service_227
7229,15122.78,13892.46,6744.54,0,category_1,service_166
12819,12.99,0,0,0,category_8,service_337
17333,0,0,39.85,0,category_5,service_273
8779,1695.46,0,706.06,0,category_12,service_106
8779,314.94,0,0,0,category_1,service_38
8779,144.73,0,0,0,category_8,service_236
7739,0,0,8.47,0,category_1,service_183
8779,59.52,0,111.03,0,category_1,service_85
18425,2556.72,2556.72,1302.6,1302.6,category_1,service_2
15135,0,0,9.03,0,category_1,service_87
7739,15.15,0,135.22,0,category_1,service_100
8779,297.17,0,0,0,category_1,service_23
5559,1513.61,1513.61,0,0,category_1,service_2
21611,60.65,0,0,0,category_3,service_12
21611,206.51,0,0,0,category_1,service_520
17333,6.84,0,0,0,category_1,service_54
17333,52.35,0,12.59,0,category_1,service_73
21375,2698.88,2698.88,0,0,category_1,service_244
17333,0,0,31.38,0,category_1,service_393
14341,0,0,5.06,0,category_3,service_12
14341,0,0,350.84,0,category_3,service_215
8779,10803.95,5432.62,401.42,28.52,category_1,service_11
7739,0,0,77.21,0,category_1,service_311
17333,0,0,30.66,0,category_1,service_220
12211,0,0,14738.43,0,category_1,service_11
17305,0,0,34191.06,0,category_4,service_81
14341,0,0,4300.46,0,category_1,service_229
12819,13534.78,12006.57,34982.15,32273.16,category_1,service_53
14341,0,0,25.83,0,category_1,service_97
14341,0,0,637.71,0,category_1,service_393
19111,0,0,1.23,0,category_5,service_279
17333,121.18,0,0,0,category_1,service_10
12819,0,0,750.86,750.86,category_1,service_166
18805,4371.75,4371.75,0,0,category_1,service_1
20429,0,0,49.19,0,category_1,service_29
21611,0,0,16.21,0,category_1,service_188
14341,0,0,284.79,0,category_5,service_152
7425,25455.28,0,0,0,category_6,service_18
12819,0,0,3508.92,0,category_5,service_135
15131,56764.32,56764.32,0,0,category_1,service_50
14341,0,0,2104.66,0,category_4,service_169
14341,24.53,0,5760.54,0,category_6,service_20
14341,0,0,13.4,0,category_1,service_145
17333,0,0,554.67,0,category_4,service_81
8779,332.1,0,0,0,category_1,service_87
17305,0,0,52.41,0,category_4,service_41
14341,0,0,135.96,0,category_1,service_51
17333,252.33,0,246.14,0,category_1,service_66
7425,15534.55,0,0,0,category_1,service_15
21611,0,0,21.31,0,category_1,service_123
19111,0,0,375.72,0,category_1,service_42
7739,0,0,34.86,0,category_1,service_190
17333,0,0,14.88,0,category_8,service_165
7739,0,0,38.88,0,category_6,service_225
20429,935.84,935.84,9889.72,9889.72,category_6,service_20
8779,93.81,0,0,0,category_1,service_252
20429,0,0,189.38,0,category_1,service_183
14341,0,0,70.43,0,category_7,service_121
21611,168.24,0,0,0,category_8,service_115
7229,2042.15,2042.15,0,0,category_1,service_34
8779,87.08,0,0,0,category_7,service_31
17333,0,0,21.55,0,category_5,service_52
8779,87.85,0,32.81,0,category_1,service_90
7739,0,0,44.21,0,category_8,service_261
18425,17.59,0,0,0,category_12,service_287
7739,231.25,0,29.52,0,category_1,service_34
14341,0,0,221908.58,0,category_1,service_11
17305,0,0,36.96,0,category_1,service_2
14341,0,0,4972.34,0,category_1,service_265
8779,7078.55,0,133.8,0,category_6,service_18
12819,90.32,0,0,0,category_7,service_137
15131,552.16,552.16,349.77,349.77,category_1,service_2
15135,8.16,0,0,0,category_4,service_378
14341,0,0,450787.53,0,category_1,service_7
14341,0,0,124.66,0,category_1,service_13
18425,1958.61,1958.61,0,0,category_1,service_51
14341,0,0,44636.11,0,category_1,service_253
21611,0,0,10.62,0,category_14,service_211
21611,0,0,39.91,0,category_4,service_60
14341,0,0,3.71,0,category_1,service_67
17333,17.22,0,190.93,0,category_4,service_86
17333,100.26,0,225.54,0,category_1,service_38
21611,78.15,0,0,0,category_2,service_3
12819,13.71,0,0,0,category_1,service_15
17333,16349.93,0,19240.28,0,category_1,service_11
7229,13081.51,6548.93,78600.87,78600.87,category_1,service_1
7739,76.58,0,198.68,0,category_3,service_12
8779,0,0,94.3,0,category_5,service_19
14341,0,0,2806.15,0,category_1,service_102
15135,0,0,30.61,0,category_1,service_1
14341,0,0,149.98,0,category_1,service_34
17305,0,0,91.38,0,category_1,service_7
7739,0,0,17.95,0,category_6,service_20
14341,0,0,3457.36,0,category_1,service_220
19111,0,0,3.88,0,category_1,service_132
21611,81142.17,69005.95,6474.11,0,category_1,service_53
21611,36.89,0,0,0,category_8,service_35
7739,0,0,918.18,0,category_1,service_29
21611,99.63,0,0,0,category_9,service_189
8779,448.8,0,0,0,category_8,service_126
5559,518.4,0,518.39,0,category_1,service_28
21611,0,0,82.56,0,category_1,service_129
19111,0,0,4447.58,1302,category_1,service_11
12819,1524.85,491.3,0,0,category_2,service_3
7425,2274.59,543.87,0,0,category_2,service_3
14341,0,0,207.51,0,category_4,service_86
7229,2849.79,2849.79,0,0,category_1,service_527
20429,96.04,0,0,0,category_1,service_53
17333,0,0,4.08,0,category_1,service_34
14341,0,0,124.6,0,category_1,service_22
8779,2595.82,0,0,0,category_1,service_66
8779,1664.51,0,0,0,category_1,service_244
21611,0,0,42.97,0,category_8,service_59
14341,0,0,407.04,0,category_7,service_205
14341,0,0,103197,0,category_1,service_263
7229,4197.91,4197.91,0,0,category_1,service_66
12211,145.93,145.93,0,0,category_2,service_130
14341,0,0,6.72,0,category_1,service_63
14341,0,0,34.26,0,category_3,service_232
7739,0,0,14.25,0,category_1,service_379
14341,0,0,6997.9,0,category_7,service_32
21611,55.89,0,0,0,category_9,service_267
18805,0,0,28956.21,0,category_1,service_63
12211,0,0,144205.97,0,category_1,service_53
21611,73.65,0,1198.78,0,category_4,service_41
14341,0,0,80.36,0,category_7,service_68
8779,2473.55,956.14,1013.03,758.99,category_1,service_89
14341,0,0,272.82,0,category_1,service_188
17333,0,0,4.08,0,category_1,service_4
14341,0,0,17208.75,0,category_1,service_116
21611,59.71,0,0,0,category_8,service_165
15135,0,0,8,0,category_1,service_89
15131,210063.35,164976.52,256935.74,256935.74,category_1,service_1
14341,0,0,21.03,0,category_1,service_25
14341,0,0,107.05,0,category_4,service_41
14341,0,0,1330.84,0,category_1,service_113
7739,535.72,0,0,0,category_6,service_148
14341,0,0,1699.4,0,category_1,service_123
17333,2255.6,0,4009.51,0,category_1,service_53
21611,43.28,0,12.28,0,category_2,service_8
8779,0,0,22.03,0,category_1,service_29
7425,445.62,0,0,0,category_5,service_65
21611,2617.18,513.81,4800,0,category_6,service_18
7739,0,0,34.45,0,category_1,service_111
8779,26.93,0,195.14,0,category_1,service_286
14341,0,0,16.22,0,category_1,service_218
17333,0,0,10.65,0,category_7,service_68
7739,237.1,0,46.66,0,category_1,service_10
8779,5.87,0,0,0,category_5,service_52
21611,26.09,0,0,0,category_2,service_266
12819,12.13,0,3077.93,2505.85,category_1,service_11
8779,20.25,0,0,0,category_11,service_335
7739,10.55,0,0,0,category_1,service_118
7739,25.88,0,206.74,0,category_1,service_220
18425,0,0,73.94,0,category_7,service_121
14341,0,0,167.56,0,category_1,service_376
5559,27.89,0,0,0,category_2,service_3
17333,51.98,0,66.62,0,category_2,service_8
8779,239,0,0,0,category_1,service_528
8779,153385.39,116897.79,78988.22,78988.22,category_1,service_53
18425,158,0,0,0,category_1,service_125
17333,0,0,21.97,0,category_9,service_199
14341,0,0,6285.1,0,category_1,service_260
7425,6362.03,0,0,0,category_1,service_7
12819,43.48,25.14,0,0,category_1,service_87
8779,7.12,0,0,0,category_1,service_158
7425,111.25,0,0,0,category_1,service_66
14341,0,0,3097.78,0,category_1,service_195
18425,30664.07,27740.64,20378.14,20149.59,category_1,service_1
21375,9365.53,9365.53,2158.75,2158.75,category_1,service_7
21611,0,0,500.98,0,category_1,service_128
21611,47.5,0,17.37,0,category_1,service_27
17333,0,0,46.4,0,category_4,service_69
20429,0,0,1781.27,0,category_1,service_2
8779,35882.16,35621.76,0,0,category_1,service_51
7425,1299.86,0,0,0,category_1,service_144
7739,0,0,17.78,0,category_1,service_71
14341,0,0,356.57,0,category_1,service_14
15131,21.4,0,0,0,category_1,service_66
5559,10087.62,8636.08,0,0,category_1,service_51
14341,0,0,68.64,0,category_7,service_80
14341,0,0,408.98,0,category_9,service_140
17333,2274.16,0,792.69,0,category_1,service_50
18425,0,0,916.77,0,category_1,service_7
8779,67.6,0,0,0,category_1,service_201
21611,4234.85,4205.47,497.27,0,category_1,service_87
7425,69.88,0,0,0,category_1,service_1
7425,139.44,0,0,0,category_1,service_71
14341,0,0,1014.64,0,category_1,service_367
17305,0,0,670.98,70.41,category_1,service_11
21611,1104.63,0,75.62,0,category_1,service_7
14341,0,0,227.86,0,category_1,service_26
8779,1429.06,0,0,0,category_1,service_400
8779,13.15,0,0,0,category_4,service_81
8779,298873.77,261783.71,25424.35,24193.31,category_1,service_1
17305,0,0,57.86,0,category_4,service_373
14341,0,0,19205.68,0,category_1,service_90
21611,8.29,0,0,0,category_1,service_163
17333,234.99,0,1039.07,0,category_1,service_1
17333,138.84,0,0,0,category_1,service_187
14341,41.75,0,9744.24,0,category_1,service_9
8779,57.48,0,0,0,category_1,service_93
8779,39.17,0,0,0,category_1,service_247
21611,0,0,35.56,0,category_1,service_269
17333,6.22,0,0,0,category_2,service_246
12819,247.9,235.82,23516.87,23516.87,category_1,service_51
17333,7158.02,0,2759.72,0,category_2,service_3
17305,0,0,50.76,0,category_1,service_101
12819,16121.54,16121.54,9301.58,7577.66,category_1,service_89
18425,565.85,0,136.67,0,category_1,service_11
7739,0,0,342.71,0,category_1,service_129
7739,6187.85,0,522.52,0,category_1,service_53
5559,1011.49,1011.49,0,0,category_1,service_7
7739,31.14,0,0,0,category_1,service_351
18425,5296.75,0,27964.59,24004.23,category_1,service_28
19111,0,0,1383.17,0,category_6,service_18
15135,0,0,131.95,0,category_7,service_32
7739,20.46,0,0,0,category_11,service_335
14341,0,0,3676.6,0,category_1,service_83
14341,0,0,1742.76,0,category_1,service_10
8779,905.99,0,0,0,category_1,service_237
7229,39202.79,35226.04,0,0,category_1,service_53
5559,5336.31,4140.79,0,0,category_1,service_66
7739,243.29,0,310.96,0,category_1,service_2
21611,0,0,21.58,0,category_5,service_529
18425,126.12,0,0,0,category_6,service_18
8779,326.2,0,0,0,category_1,service_83
19111,0,0,14.92,0,category_1,service_7
20429,0,0,49597.25,9474.73,category_6,service_18
15135,1037.28,0,0,0,category_2,service_3
21611,0,0,16.89,0,category_7,service_80
14341,0,0,111.16,0,category_1,service_237
17333,0,0,29.98,0,category_1,service_87
7739,0,0,135.02,0,category_5,service_320
14341,0,0,28.35,0,category_8,service_322
17333,94.25,0,0,0,category_4,service_167
21611,0,0,38.54,0,category_1,service_96
7739,14.38,0,0,0,category_4,service_169
14341,0,0,1557.25,0,category_2,service_155
15135,86.06,0,94.67,0,category_1,service_37
7739,0,0,1236.22,0,category_1,service_24
19111,0,0,2.25,0,category_10,service_62
7425,975.67,0,0,0,category_1,service_50
14341,0,0,2569.53,0,category_1,service_38
8779,8413.41,8175.93,0,0,category_1,service_100
15135,49228.12,0,201657.24,0,category_4,service_41
14341,0,0,53.78,0,category_1,service_493
15135,0,0,9.49,0,category_2,service_8
12211,155736.49,155736.49,374227.43,374227.43,category_1,service_1
17305,1983.47,0,18243.2,0,category_4,service_86
21611,2899.82,0,872.57,0,category_1,service_50
21611,0,0,13.62,0,category_1,service_134
17333,0,0,24.63,0,category_7,service_80
7425,80.2,0,0,0,category_1,service_220
8779,80.71,0,0,0,category_1,service_156
15135,15.13,0,0,0,category_2,service_155
14341,0,0,146.29,0,category_1,service_74
7739,0,0,65.39,0,category_1,service_113
8779,234.82,0,0,0,category_12,service_287
21611,974.57,0,0,0,category_7,service_213
8779,43.32,0,0,0,category_4,service_86
21611,233.53,0,0,0,category_1,service_195
14341,0,0,23.49,0,category_1,service_402
21611,113.79,0,23920.94,0,category_5,service_65
17305,5491.45,0,0,0,category_1,service_87
14341,0,0,2575.4,0,category_1,service_71
8779,49.8,0,0,0,category_1,service_321
8779,5.13,0,0,0,category_1,service_194
20429,0,0,337.32,0,category_1,service_87
8779,5.84,0,0,0,category_1,service_97
19111,0,0,13.14,0,category_1,service_85
14341,0,0,12018.03,0,category_1,service_125
20429,0,0,81.55,0,category_1,service_103
21375,0,0,1505.05,1505.05,category_1,service_51
12819,1225.59,0,0,0,category_1,service_2
21513,77.71,0,0,0,category_1,service_13
14341,0,0,227.76,0,category_1,service_24
7739,1259.38,0,3148.38,0,category_1,service_11
8779,44.45,0,0,0,category_1,service_180
7229,16933.52,604.22,11116.51,0,category_4,service_41
20429,0,0,4590.71,0,category_1,service_124
8779,704.1,0,0,0,category_1,service_14
14341,0,0,11658.35,0,category_1,service_6
12819,0,0,22.82,0,category_5,service_309
12819,20.47,0,0,0,category_8,service_58
8779,89.05,0,0,0,category_1,service_15
12819,0,0,16.09,0,category_1,service_313
18425,79.17,0,0,0,category_1,service_89
8779,2248.91,0,0,0,category_5,service_65
7229,99.26,0,0,0,category_2,service_3
14341,0,0,8.98,0,category_1,service_186
8779,12.03,0,0,0,category_1,service_13
8779,368.4,0,0,0,category_3,service_232
14341,0,0,1754.22,0,category_1,service_75
8779,39.99,0,0,0,category_1,service_206
8779,0,0,23.09,0,category_1,service_351
5559,178.65,0,0,0,category_6,service_225
7739,0,0,579.97,0,category_10,service_62
20429,0,0,1496.23,0,category_1,service_380
8779,269.38,0,0,0,category_7,service_137
17333,0,0,209.52,0,category_1,service_37
21375,0,0,23.09,0,category_1,service_11
19111,0,0,568.7,0,category_1,service_186
8779,0,0,26.33,0,category_11,service_208
12819,0,0,172.21,0,category_3,service_12
21513,213.73,0,0,0,category_1,service_7
20429,0,0,292.34,0,category_4,service_41
12819,269.64,0,0,0,category_6,service_18
21611,0,0,53.32,0,category_1,service_100
17333,22.01,0,68.44,0,category_1,service_89
14341,0,0,141.57,0,category_9,service_199
14341,0,0,4.37,0,category_8,service_48
8779,18.02,0,0,0,category_1,service_91
19111,0,0,16.9,0,category_6,service_20
14341,0,0,9870.95,0,category_2,service_61
15135,0,0,265.47,0,category_6,service_20
5559,4083.99,4083.99,0,0,category_1,service_94
17333,0,0,13.55,0,category_1,service_111
5559,2615.35,1522.22,0,0,category_1,service_315
12819,0,0,769.45,769.45,category_1,service_242
18425,3167.11,3031.93,0,0,category_1,service_53
17333,0,0,9.7,0,category_8,service_115
8779,624.25,624.25,0,0,category_1,service_328
14341,0,0,43.2,0,category_1,service_340
8779,1131.92,1131.92,0,0,category_1,service_393
5559,252.83,0,0,0,category_1,service_244
17333,7.72,0,0,0,category_1,service_221
8779,87.12,0,94.47,0,category_1,service_63
21513,20972.51,19313.02,0,0,category_6,service_148
8779,7606.62,7585.08,0,0,category_1,service_181
8779,1010.76,0,0,0,category_4,service_41
21611,5.24,0,0,0,category_1,service_193
14341,0,0,22.06,0,category_2,service_176
14341,0,0,2374.21,0,category_1,service_79
8779,0,0,51.65,0,category_1,service_219
7425,175.91,0,0,0,category_1,service_83
21611,0,0,533.22,0,category_1,service_191
8779,29221.63,3228.92,6.84,0,category_1,service_144
7739,105.55,0,0,0,category_1,service_123
7739,78.08,0,670.29,0,category_1,service_42
21611,4506.58,0,0,0,category_1,service_66
14341,0,0,5.78,0,category_7,service_485
17305,13.73,13.73,1320.17,870.81,category_1,service_1
12819,133.73,0,0,0,category_1,service_180
14341,0,0,2394.9,0,category_12,service_300
17333,0,0,13.15,0,category_1,service_224
7739,0,0,170.78,0,category_2,service_176
17333,598.17,0,945.95,0,category_1,service_28
8779,5.48,0,0,0,category_12,service_300
17333,37.85,0,14.29,0,category_1,service_14
17333,108.17,0,1502.79,0,category_7,service_31
19111,0,0,6.38,0,category_6,service_148
14341,0,0,231.24,0,category_1,service_54
8779,24445.07,24052.62,0,0,category_1,service_34
17333,0,0,4657.46,0,category_4,service_325
8779,5567.09,5567.09,0,0,category_1,service_184
8779,175.99,0,252.38,0,category_1,service_27
14341,0,0,83.83,0,category_1,service_250
14341,0,0,953.92,0,category_7,service_297
21611,0,0,69.27,0,category_11,service_131
7739,45.66,0,578.73,0,category_1,service_51
8779,1369.19,0,234.1,0,category_1,service_9
12819,68800.96,67937.16,51217.01,46586,category_1,service_1
14341,0,0,1399.66,0,category_3,service_44
21611,125.92,0,96.63,0,category_1,service_13
18425,0,0,26.47,0,category_6,service_20
15135,0,0,7.42,0,category_1,service_66
14341,0,0,33.89,0,category_7,service_213
7739,6929.46,0,1178.98,0,category_1,service_89
14341,0,0,1253.05,0,category_1,service_439
14341,0,0,89.47,0,category_5,service_255
7739,46988.19,0,36282.34,0,category_1,service_28
15135,0,0,23798.61,23704.81,category_1,service_53
8779,11830.49,0,31.96,0,category_1,service_128
7739,547.24,0,1222.91,0,category_1,service_50
14341,0,0,157.79,0,category_1,service_91
14341,0,0,4.31,0,category_5,service_357
18425,51.72,0,0,0,category_1,service_128
7229,0,0,1541.98,1541.98,category_1,service_2
20429,0,0,165.48,0,category_2,service_3
12211,15295.3,15295.3,144733.98,136550.78,category_1,service_2
14341,0,0,2203.01,0,category_1,service_129
8779,0,0,200.21,0,category_1,service_190
19111,0,0,2016.38,0,category_1,service_50
8779,1107.14,0,0,0,category_1,service_191
20429,0,0,521.53,0,category_1,service_28
7739,0,0,9.27,0,category_1,service_235
