EXCHANGE_ACCOUNT_ID,level,CREATED_AT,FIRST_VERIFIED_AT,STATE_CODE,COUNTRY_CODE,BIRTH_YEAR,OCCUPATION,BROWSER_COUNT,OS_COUNT,TOTAL_DEVICES,SESSION_COUNT,COUNT_BANKS,OCCUPATION_GROUP,dummy,age,days_to_verify,days_since_creation
8805,level_c,2017-06-09,2017-06-02,HONG KONG,HK,1987.0,PROGRAMMER,6.0,6.0,17.0,318,6.0,TECH,1,34.0,7.0,1358.0
8807,level_b,2017-05-27,2017-05-24,PA,US,1989.0,LANDSCAPER,3.0,4.0,7.0,310,1.0,OTHER,1,32.0,3.0,1371.0
8809,level_b,2017-11-26,2017-11-26,WA,US,1973.0,ELECTRICIAN,3.0,3.0,10.0,453,2.0,OTHER,1,48.0,0.0,1188.0
8811,level_d,2017-11-08,2017-11-07,NC,US,1969.0,OWNER,3.0,5.0,29.0,503,8.0,EXECUTIVE,1,52.0,1.0,1206.0
8813,level_c,2017-12-08,2017-12-06,TX,US,1973.0,AUDIO ENGINEER,1.0,2.0,14.0,300,12.0,TECH,1,48.0,2.0,1176.0
8815,level_b,2017-07-29,2017-07-28,NJ,US,1978.0,ATTORNEY,2.0,2.0,2.0,62,1.0,LAW,1,43.0,1.0,1308.0
8817,level_c,2016-11-22,2016-11-22,PA,US,1963.0,TRADER,2.0,1.0,3.0,341,1.0,TRADER,1,58.0,0.0,1557.0
8819,level_c,2017-08-22,2017-08-15,CA,US,1962.0,CONSULTANT,3.0,1.0,7.0,186,8.0,CONSULTANT,1,59.0,7.0,1284.0
8821,level_d,2016-10-09,2016-10-03,MN,US,1986.0,SOFTWARE ENGINEER,2.0,2.0,4.0,137,3.0,TECH,1,35.0,6.0,1601.0
8823,level_b,2017-06-08,2017-05-30,LA,US,1985.0,ENGINEER,5.0,5.0,11.0,150,1.0,TECH,1,36.0,9.0,1359.0
1855,level_d,2018-01-15,2018-01-12,NV,US,1971.0,INVESTMENT MANAGEMENT,2.0,2.0,4.0,14,4.0,MANAGER,1,50.0,3.0,1138.0
8827,level_d,2017-09-10,2017-09-08,CA,US,1955.0,SELFEMPLOYED,2.0,2.0,12.0,166,2.0,SELF,1,66.0,2.0,1265.0
8829,level_b,2015-10-07,2015-10-07,FL,US,1977.0,EXECUTIVE,4.0,4.0,11.0,154,4.0,EXECUTIVE,1,44.0,0.0,1969.0
8831,level_b,2017-03-21,2017-03-16,TX,US,1982.0,MARKETING,2.0,3.0,6.0,121,4.0,MARKETING,1,39.0,5.0,1438.0
8833,level_b,2017-12-01,2017-10-09,TX,US,1972.0,SPINE SURGEON,4.0,2.0,6.0,340,3.0,MEDICINE,1,49.0,53.0,1183.0
8835,level_b,2017-05-03,2017-04-27,TX,US,1964.0,SELFEMPLOYED,3.0,3.0,8.0,470,2.0,SELF,1,57.0,6.0,1395.0
8837,level_d,2017-02-21,2017-02-21,NY,US,1960.0,HOUSEKEEPER,3.0,3.0,5.0,495,5.0,OTHER,1,61.0,0.0,1466.0
8839,level_c,2017-07-12,2017-07-07,HONG KONG,HK,1956.0,AIR TRAFFIC CONTROLLER,1.0,3.0,13.0,446,2.0,OTHER,1,65.0,5.0,1325.0
8841,level_c,2015-10-07,2015-10-07,NY,US,1969.0,NAN,4.0,4.0,16.0,259,6.0,MISSING,1,52.0,0.0,1969.0
8843,level_d,2016-07-08,2016-07-07,NY,US,1992.0,LABORATORY ASSISTANT,4.0,3.0,10.0,199,3.0,OTHER,1,29.0,1.0,1694.0
6327,level_a,,2018-05-15,NAN,NAN,,NAN,1.0,1.0,1.0,1,4.0,MISSING,1,,,
8847,level_d,2017-05-08,2016-12-29,FL,US,1981.0,SELF,2.0,3.0,6.0,1610,8.0,SELF,1,40.0,130.0,1390.0
8849,level_b,2017-09-18,2017-08-03,NJ,US,1981.0,SOFTWARE ENGINEER,2.0,3.0,17.0,225,1.0,TECH,1,40.0,46.0,1257.0
8851,level_b,2017-06-21,2017-06-15,OH,US,1977.0,SALES,2.0,3.0,5.0,275,2.0,SALES,1,44.0,6.0,1346.0
8853,level_b,2017-05-29,2017-05-25,FL,US,1967.0,SELFEMPLOYED,1.0,1.0,10.0,531,3.0,SELF,1,54.0,4.0,1369.0
8855,level_d,2017-09-14,2017-09-14,SC,US,1981.0,ATTORNEY,4.0,5.0,18.0,498,5.0,LAW,1,40.0,0.0,1261.0
8857,level_b,2017-09-22,2017-09-22,CA,US,1994.0,STUDENT,4.0,3.0,9.0,68,5.0,STUDENT,1,27.0,0.0,1253.0
8859,level_b,2018-02-09,2018-01-04,CA,US,1983.0,REAL ESTATE ENTREPRENEUR,3.0,1.0,7.0,43,5.0,REAL ESTATE,1,38.0,36.0,1113.0
8861,level_c,2019-02-08,2019-02-08,NV,US,1944.0,NAN,3.0,2.0,12.0,119,26.0,MISSING,1,77.0,0.0,749.0
8863,level_d,2017-08-28,2017-08-07,NON US,SG,1988.0,DOCTOR,2.0,2.0,8.0,471,2.0,MEDICINE,1,33.0,21.0,1278.0
8865,level_b,2017-10-02,2017-09-30,FL,US,1963.0,SELF EMPLOYED,3.0,3.0,14.0,305,1.0,SELF,1,58.0,2.0,1243.0
8867,level_b,2017-07-10,2017-07-02,NY,US,1988.0,ECOMMERCE,3.0,4.0,12.0,294,2.0,OTHER,1,33.0,8.0,1327.0
8869,level_b,2017-12-10,2017-12-07,CT,US,1988.0,DIRECTOR OF WEB ANALYTICS,3.0,3.0,11.0,98,1.0,TECH,1,33.0,3.0,1174.0
8871,level_d,2017-01-08,2017-01-06,CA,US,1979.0,BUSINESS OWNER,3.0,3.0,7.0,366,5.0,EXECUTIVE,1,42.0,2.0,1510.0
8873,level_d,2017-06-20,2017-06-14,NON US,GB,1980.0,IT,3.0,4.0,11.0,128,4.0,TECH,1,41.0,6.0,1347.0
8875,level_b,2017-11-08,2017-11-08,NJ,US,1990.0,DIGITAL MARKETING,2.0,4.0,20.0,227,3.0,TECH,1,31.0,0.0,1206.0
8877,level_c,2016-12-19,2016-12-19,CA,US,1959.0,RETIRED,2.0,1.0,4.0,301,3.0,RETIRED,1,62.0,0.0,1530.0
8879,level_b,2017-08-28,2017-08-27,PA,US,1977.0,DRIVER,4.0,4.0,9.0,649,3.0,DRIVER,1,44.0,1.0,1278.0
8881,level_d,2017-10-25,2017-03-08,CA,US,1991.0,ENGINEER,4.0,3.0,11.0,471,1.0,TECH,1,30.0,231.0,1220.0
8883,level_d,2017-09-01,2017-08-31,IL,US,1984.0,DISPATCHER,4.0,5.0,15.0,169,2.0,OTHER,1,37.0,1.0,1274.0
8885,level_b,2017-06-19,2017-05-25,MN,US,1980.0,BUSINESS SYSTEMS ANALYST,5.0,8.0,11.0,212,2.0,BUSINESS,1,41.0,25.0,1348.0
8887,level_g,2019-07-26,2019-07-26,NON US,SG,1989.0,NAN,1.0,1.0,2.0,1,9.0,MISSING,1,32.0,0.0,581.0
8889,level_g,2019-07-26,2019-07-26,NON US,SG,1989.0,NAN,1.0,1.0,2.0,1,,MISSING,1,32.0,0.0,581.0
8891,level_b,2017-05-15,2017-05-10,FL,US,1975.0,PHYSICIAN,1.0,1.0,2.0,87,2.0,MEDICINE,1,46.0,5.0,1383.0
8893,level_b,2017-12-13,2017-12-08,CA,US,1977.0,PRESIDENT ABC DISTRIBUTING INC,4.0,4.0,11.0,94,5.0,EXECUTIVE,1,44.0,5.0,1171.0
8895,level_b,2017-06-13,2017-02-08,NY,US,1964.0,ONLINE,7.0,3.0,58.0,249,3.0,OTHER,1,57.0,125.0,1354.0
8897,level_d,2017-06-22,2017-06-19,NON US,SG,1982.0,MANAGER,3.0,4.0,11.0,301,2.0,MANAGER,1,39.0,3.0,1345.0
8899,level_b,2017-12-02,2017-11-21,NC,US,1988.0,SOFTWARE ENGINEER,3.0,2.0,11.0,99,1.0,TECH,1,33.0,11.0,1182.0
8901,level_c,2017-07-16,2017-07-08,MI,US,1948.0,RETIRED,2.0,1.0,54.0,148,13.0,RETIRED,1,73.0,8.0,1321.0
8903,level_c,2017-08-21,2017-07-05,CA,US,1971.0,SOFTWARE ENGINEER,2.0,2.0,10.0,71,2.0,TECH,1,50.0,47.0,1285.0
8905,level_b,2017-02-12,2017-02-08,NY,US,1981.0,OWNER,2.0,4.0,5.0,290,7.0,EXECUTIVE,1,40.0,4.0,1475.0
8907,level_c,2017-11-09,2017-11-07,QC,CA,1981.0,MARKETING,3.0,3.0,6.0,150,1.0,MARKETING,1,40.0,2.0,1205.0
8909,level_b,2017-07-25,2017-07-22,NV,US,1955.0,TAXIDRIVER,3.0,6.0,8.0,47,3.0,OTHER,1,66.0,3.0,1312.0
8911,level_d,2017-06-06,2015-10-05,NY,US,1983.0,BARTENDER,3.0,3.0,14.0,142,1.0,BARTENDER,1,38.0,610.0,1361.0
8913,level_c,2018-01-16,2017-12-25,NON US,SG,1985.0,CHIEF OPERATING OFFICER,3.0,3.0,16.0,480,4.0,OTHER,1,36.0,22.0,1137.0
8915,level_b,2016-12-23,2016-12-14,MT,US,1963.0,ENGINEER,4.0,3.0,10.0,808,4.0,TECH,1,58.0,9.0,1526.0
8917,level_c,2018-01-11,2017-12-20,NON US,HK,1984.0,INVESTOR,5.0,7.0,13.0,138,5.0,INVESTOR,1,37.0,22.0,1142.0
8919,level_c,2017-06-02,2017-03-24,MN,US,1983.0,SOFTWARE DEVELOPER,2.0,2.0,14.0,161,1.0,TECH,1,38.0,70.0,1365.0
8921,level_b,2017-08-24,2017-08-22,NC,US,1968.0,CONSULTANT,3.0,3.0,9.0,112,2.0,CONSULTANT,1,53.0,2.0,1282.0
8923,level_c,2017-12-28,2017-12-04,NEW TERRITORIES,HK,1987.0,INFORMATION TECHONOLOGY,4.0,4.0,16.0,271,6.0,TECH,1,34.0,24.0,1156.0
8925,level_c,2017-07-25,2017-07-21,WA,US,1946.0,SALES REP,9.0,5.0,67.0,194,8.0,SALES,1,75.0,4.0,1312.0
8927,level_b,2017-12-28,2017-12-14,IL,US,1991.0,SOFTWARE ENGINEER,2.0,3.0,7.0,46,3.0,TECH,1,30.0,14.0,1156.0
8929,level_d,2017-03-12,2017-03-10,FL,US,1944.0,RETIRED,1.0,1.0,12.0,540,1.0,RETIRED,1,77.0,2.0,1447.0
8931,level_b,2017-12-19,2017-12-18,CA,US,1973.0,EXECUTIVE,3.0,3.0,5.0,38,1.0,EXECUTIVE,1,48.0,1.0,1165.0
8933,level_c,2017-07-18,2017-07-14,NEW TERRITORIES,HK,1984.0,FINANCE MANAGER,5.0,4.0,26.0,366,7.0,FINANCE,1,37.0,4.0,1319.0
8935,level_b,2017-11-27,2017-11-27,TX,US,1979.0,ATTORNEY,6.0,6.0,23.0,210,2.0,LAW,1,42.0,0.0,1187.0
8937,level_b,2016-09-06,2016-09-04,OH,US,1990.0,CAMOLIST LLC OWNER,4.0,3.0,4.0,39,1.0,EXECUTIVE,1,31.0,2.0,1634.0
8939,level_d,2017-12-18,2017-12-06,NON US,HK,1986.0,MERCHANT,3.0,2.0,8.0,95,3.0,OTHER,1,35.0,12.0,1166.0
8941,level_b,2017-09-02,2017-09-01,WA,US,1961.0,MANAGER,2.0,3.0,46.0,166,3.0,MANAGER,1,60.0,1.0,1273.0
8943,level_d,2018-01-22,2017-12-22,NON US,SG,1977.0,CONSULATANT,4.0,5.0,12.0,101,3.0,OTHER,1,44.0,31.0,1131.0
8945,level_b,2017-07-28,2017-07-28,CA,US,1984.0,SOLAR INSPECTOR,2.0,3.0,7.0,613,1.0,EXECUTIVE,1,37.0,0.0,1309.0
8947,level_c,2016-12-09,2016-12-08,NH,US,1979.0,ANALYST,5.0,2.0,22.0,374,4.0,ANALYST,1,42.0,1.0,1540.0
8949,level_c,2017-09-04,2017-07-26,BC,CA,1937.0,RETIRED,3.0,5.0,14.0,115,5.0,RETIRED,1,84.0,40.0,1271.0
8951,level_b,2017-06-13,2017-05-30,CA,US,1986.0,INTERNET MARKETING,4.0,3.0,11.0,1050,9.0,MEDICINE,1,35.0,14.0,1354.0
8953,level_b,2017-05-27,2017-05-24,IL,US,1971.0,INVESTOR,2.0,2.0,7.0,812,2.0,INVESTOR,1,50.0,3.0,1371.0
8955,level_b,2017-05-31,2017-05-25,GA,US,1983.0,CONSULTANT,4.0,3.0,16.0,111,4.0,CONSULTANT,1,38.0,6.0,1367.0
8957,level_b,2018-02-05,2017-12-29,CO,US,1972.0,STEAM TURBINE FIELD ENGINEER,4.0,6.0,22.0,138,4.0,TECH,1,49.0,38.0,1117.0
8959,level_b,2017-09-12,2017-09-11,CT,US,1993.0,TRADER,2.0,4.0,5.0,294,4.0,TRADER,1,28.0,1.0,1263.0
8961,level_c,2017-12-29,2017-12-14,FL,US,1944.0,RETIRED,4.0,4.0,18.0,365,4.0,RETIRED,1,77.0,15.0,1155.0
8963,level_c,2017-07-07,2017-06-29,NON US,SG,1993.0,STUDENT,3.0,3.0,9.0,157,6.0,STUDENT,1,28.0,8.0,1330.0
8965,level_c,2017-11-05,2017-11-02,NON US,SG,1981.0,MANAGER,2.0,4.0,15.0,283,6.0,MANAGER,1,40.0,3.0,1209.0
8967,level_b,2016-02-23,2016-02-23,MD,US,1982.0,WEB DEVELOPER,3.0,2.0,7.0,150,2.0,TECH,1,39.0,0.0,1830.0
8969,level_d,2015-11-03,2015-11-03,KS,US,1975.0,SYSTEM ANALYST,1.0,1.0,1.0,20,2.0,OTHER,1,46.0,0.0,1942.0
8971,level_c,2016-08-04,2015-10-07,TX,US,1990.0,STUDENT,3.0,3.0,6.0,42,2.0,STUDENT,1,31.0,302.0,1667.0
8973,level_b,2017-09-11,2017-09-11,KY,US,1983.0,DIRECTOR OF STRATEGY,2.0,1.0,10.0,124,1.0,EXECUTIVE,1,38.0,0.0,1264.0
8975,level_d,2017-03-06,2017-01-26,MT,US,1997.0,STUDENT,2.0,2.0,2.0,604,5.0,STUDENT,1,24.0,39.0,1453.0
8977,level_d,2017-06-12,2017-05-30,ON,CA,1970.0,IT,1.0,1.0,10.0,152,3.0,TECH,1,51.0,13.0,1355.0
8979,level_b,2017-11-16,2016-08-29,FL,US,1992.0,ENTREPRENEUR,2.0,3.0,7.0,130,3.0,ENTREPRENEUR,1,29.0,444.0,1198.0
8981,level_d,2017-05-24,2017-05-23,GA,US,1984.0,DIRECTOR TALENT ACQUISITION,5.0,4.0,15.0,93,1.0,TECH,1,37.0,1.0,1374.0
5397,level_b,2018-01-10,2017-12-22,NY,US,1992.0,TRADER,1.0,1.0,1.0,1,2.0,TRADER,1,29.0,19.0,1143.0
8985,level_d,2017-03-06,2017-03-03,NY,US,1975.0,MANAGEMENT,3.0,3.0,13.0,2048,5.0,MANAGER,1,46.0,3.0,1453.0
8987,level_c,2016-09-02,2016-08-31,TX,US,1948.0,PHYSICIAN,5.0,6.0,13.0,909,3.0,MEDICINE,1,73.0,2.0,1638.0
8989,level_d,2017-11-17,2017-11-08,NY,US,1950.0,ENGINEER,5.0,7.0,32.0,519,2.0,TECH,1,71.0,9.0,1197.0
8991,level_b,2015-11-04,2015-11-01,FL,US,1968.0,PHARMACIST,3.0,2.0,34.0,378,7.0,MEDICINE,1,53.0,3.0,1941.0
8993,level_b,2018-05-09,2017-08-23,WA,US,1972.0,IT NETWORK ENGINEER,4.0,3.0,10.0,73,4.0,TECH,1,49.0,259.0,1024.0
8995,level_b,2017-01-03,2016-12-24,TX,US,1971.0,OWNER,3.0,3.0,13.0,522,1.0,EXECUTIVE,1,50.0,10.0,1515.0
8997,level_d,2017-07-24,2017-07-20,NON US,GB,1983.0,DIRECTOR,3.0,2.0,7.0,194,2.0,EXECUTIVE,1,38.0,4.0,1313.0
8999,level_b,2017-05-12,2017-05-08,FL,US,1978.0,REALTOR,3.0,2.0,11.0,90,4.0,REAL ESTATE,1,43.0,4.0,1386.0
9001,level_b,2017-10-11,2017-10-11,WA,US,1995.0,STUDENT,2.0,3.0,12.0,379,2.0,STUDENT,1,26.0,0.0,1234.0
9003,level_b,2016-12-27,2016-12-17,NY,US,1980.0,SALES ASSOCIATE,4.0,4.0,13.0,128,4.0,SALES,1,41.0,10.0,1522.0
9005,level_b,2017-02-07,2017-01-08,WV,US,1967.0,WORLD PEACE PROFESSIONAL,1.0,1.0,5.0,223,3.0,OTHER,1,54.0,30.0,1480.0
9007,level_b,2018-01-22,2017-12-22,TX,US,1970.0,DIRECTOR OF INFORMATION SYSTEMS,2.0,2.0,6.0,29,2.0,TECH,1,51.0,31.0,1131.0
9009,level_b,2018-06-28,2018-06-28,CA,US,1965.0,SALES,2.0,1.0,10.0,68,2.0,SALES,1,56.0,0.0,974.0
9011,level_d,2015-11-19,2015-11-18,MD,US,1968.0,CHIEF SECURITY OFFICER,2.0,2.0,6.0,205,1.0,TECH,1,53.0,1.0,1926.0
9013,level_c,2017-06-07,2017-05-30,NY,US,1949.0,SALES,6.0,6.0,21.0,149,6.0,SALES,1,72.0,8.0,1360.0
9015,level_d,2017-06-01,2017-05-25,MA,US,1984.0,LOAN OFFICER,5.0,6.0,110.0,265,5.0,OTHER,1,37.0,7.0,1366.0
9017,level_b,2017-08-29,2017-08-29,GA,US,1992.0,WRITERINVESTOR,4.0,4.0,11.0,187,1.0,TECH,1,29.0,0.0,1277.0
9019,level_b,2017-07-10,2017-07-01,PR,US,1989.0,ENTREPRENEUR,2.0,1.0,6.0,96,1.0,ENTREPRENEUR,1,32.0,9.0,1327.0
9021,level_b,2017-09-28,2017-09-27,TX,US,1975.0,ATTORNEY,3.0,3.0,8.0,74,2.0,LAW,1,46.0,1.0,1247.0
9023,level_b,2017-07-19,2017-07-14,NY,US,1987.0,INVESTOR,3.0,3.0,5.0,55,2.0,INVESTOR,1,34.0,5.0,1318.0
9025,level_c,2017-11-21,2017-11-21,PA,US,1992.0,STUDENT,3.0,3.0,33.0,282,13.0,STUDENT,1,29.0,0.0,1193.0
9027,level_d,2017-01-27,2017-01-24,NY,US,1977.0,EXECUTIVE CREATIVE DIRECTOR,3.0,3.0,4.0,313,4.0,EXECUTIVE,1,44.0,3.0,1491.0
5531,level_c,,2016-05-20,FL,US,1980.0,NAN,1.0,1.0,3.0,584,5.0,MISSING,1,41.0,,
9031,level_d,2017-09-19,2017-08-30,FL,US,1985.0,SOFTWARE ENGINNER,3.0,4.0,21.0,292,5.0,TECH,1,36.0,20.0,1256.0
9033,level_b,2017-08-21,2017-06-21,NY,US,1981.0,BANKING,3.0,6.0,11.0,167,3.0,FINANCE,1,40.0,61.0,1285.0
9035,level_c,2017-07-12,2017-07-02,SEOUL,KR,1982.0,ENGINEER,3.0,4.0,13.0,276,,TECH,1,39.0,10.0,1325.0
9037,level_d,2015-10-08,2015-10-08,CA,US,1979.0,RESEARCHER,2.0,2.0,5.0,553,6.0,RESEARCHER,1,42.0,0.0,1968.0
9039,level_b,2017-07-17,2017-07-11,FL,US,1961.0,TECH MARKETING,2.0,2.0,14.0,233,2.0,TECH,1,60.0,6.0,1320.0
9041,level_d,2017-06-20,2017-06-14,NON US,HK,1988.0,ANALYST,2.0,3.0,6.0,532,4.0,ANALYST,1,33.0,6.0,1347.0
9043,level_b,2017-10-03,2017-10-02,VA,US,1983.0,SOFTWARE DEVELOPER,1.0,1.0,1.0,12,3.0,TECH,1,38.0,1.0,1242.0
9045,level_b,2017-12-11,2017-12-07,ND,US,1982.0,UNEMPLOYED,2.0,1.0,3.0,29,1.0,UNEMPLOYED,1,39.0,4.0,1173.0
9047,level_b,2017-11-29,2017-11-03,TX,US,1984.0,AUTHOR,2.0,2.0,6.0,64,1.0,OTHER,1,37.0,26.0,1185.0
9049,level_b,2018-01-03,2017-12-15,FL,US,1979.0,SELF EMPLOYED,3.0,2.0,15.0,223,3.0,SELF,1,42.0,19.0,1150.0
1135,level_d,2018-01-23,2018-01-19,NON US,GB,1977.0,FINANCIAL SERVICES,1.0,1.0,1.0,1,,FINANCE,1,44.0,4.0,1130.0
9053,level_d,2015-11-05,2015-11-05,CA,US,1988.0,RESEARCH SCIENTIST,2.0,3.0,8.0,33,1.0,TECH,1,33.0,0.0,1940.0
9055,level_b,2017-12-18,2017-12-18,MA,US,1962.0,SELFEMPLOYED,3.0,4.0,9.0,481,3.0,SELF,1,59.0,0.0,1166.0
9057,level_d,2017-04-04,2017-03-10,GA,US,1979.0,BITCOINER,2.0,2.0,6.0,170,1.0,TECH,1,42.0,25.0,1424.0
9059,level_d,2017-05-12,2017-05-12,CA,US,1958.0,NAN,1.0,1.0,8.0,507,7.0,MISSING,1,63.0,0.0,1386.0
9061,level_d,2017-12-02,2017-12-01,NY,US,1952.0,REAL ESTATE AGENT,2.0,1.0,10.0,74,7.0,REAL ESTATE,1,69.0,1.0,1182.0
9063,level_c,2017-08-08,2017-08-07,CA,US,1995.0,SOFTWARE ENGINEER,4.0,3.0,12.0,298,9.0,TECH,1,26.0,1.0,1298.0
9065,level_b,2017-05-22,2017-05-20,PA,US,1991.0,ENGINEER,2.0,2.0,8.0,143,2.0,TECH,1,30.0,2.0,1376.0
3097,level_a,,2017-07-10,NAN,NAN,,NAN,,,,1,5.0,MISSING,1,,,
9069,level_d,2018-02-28,2018-01-11,NON US,SG,1978.0,COO,4.0,4.0,8.0,236,3.0,EXECUTIVE,1,43.0,48.0,1094.0
9071,level_d,2017-11-09,2017-11-08,NON US,SG,1978.0,CAR ACCESSORIES,5.0,6.0,12.0,479,3.0,OTHER,1,43.0,1.0,1205.0
9073,level_b,2016-06-21,2016-05-19,NY,US,1989.0,SALES,2.0,3.0,8.0,685,2.0,SALES,1,32.0,33.0,1711.0
9075,level_c,2017-08-19,2017-08-14,NON US,SG,1969.0,LAWYER,5.0,7.0,15.0,1025,4.0,LAW,1,52.0,5.0,1287.0
9077,level_b,2017-10-18,2017-10-16,TX,US,1973.0,PHARMACIST,4.0,2.0,8.0,168,4.0,MEDICINE,1,48.0,2.0,1227.0
9079,level_c,2017-05-31,2017-05-25,IL,US,1991.0,SALES,3.0,4.0,13.0,219,1.0,SALES,1,30.0,6.0,1367.0
9081,level_b,2017-06-28,2017-06-22,MA,US,1988.0,INSIDE SALES,1.0,1.0,2.0,118,2.0,SALES,1,33.0,6.0,1339.0
9083,level_b,2019-04-03,2018-09-07,MN,US,1980.0,NAN,5.0,4.0,8.0,13,1.0,MISSING,1,41.0,208.0,695.0
9085,level_b,2017-10-16,2017-10-16,TX,US,1965.0,PHYSICIAN,2.0,4.0,10.0,226,2.0,MEDICINE,1,56.0,0.0,1229.0
9087,level_b,2017-12-14,2017-12-09,CA,US,1969.0,SELF EMPLOYEE,4.0,2.0,20.0,229,2.0,SELF,1,52.0,5.0,1170.0
9089,level_b,2017-12-07,2017-12-05,FL,US,1961.0,RETIRED,3.0,4.0,9.0,238,4.0,RETIRED,1,60.0,2.0,1177.0
9091,level_c,2017-11-07,2017-11-07,FL,US,1984.0,CANO HEALTH,7.0,3.0,14.0,87,6.0,OTHER,1,37.0,0.0,1207.0
9093,level_b,2017-06-15,2017-06-12,CA,US,1970.0,CEO,2.0,1.0,11.0,356,4.0,EXECUTIVE,1,51.0,3.0,1352.0
1443,level_c,,2018-03-01,SC,US,1987.0,LANDSCAPING,1.0,1.0,4.0,117,3.0,OTHER,1,34.0,,
9097,level_b,2017-08-14,2017-08-11,FL,US,1994.0,MAKEUP ARTIST,1.0,2.0,6.0,209,4.0,OTHER,1,27.0,3.0,1292.0
9099,level_b,2017-10-02,2017-09-30,NJ,US,1968.0,ATTORNEY,5.0,4.0,12.0,114,2.0,LAW,1,53.0,2.0,1243.0
9101,level_c,2016-05-20,2016-05-20,CA,US,1972.0,SR MANAGER,3.0,4.0,26.0,230,4.0,MANAGER,1,49.0,0.0,1743.0
9103,level_b,2015-12-07,2015-12-04,CA,US,1968.0,SUPERVISOR,3.0,2.0,5.0,282,2.0,MANAGER,1,53.0,3.0,1908.0
9105,level_b,2017-06-01,2017-05-25,NY,US,1983.0,PHYSICIAN,1.0,2.0,24.0,314,2.0,MEDICINE,1,38.0,7.0,1366.0
9107,level_b,2017-07-18,2017-07-12,CA,US,1984.0,ENGINEER,3.0,4.0,11.0,132,4.0,TECH,1,37.0,6.0,1319.0
9109,level_d,2017-03-16,2017-03-14,CA,US,1994.0,NONE,1.0,2.0,6.0,229,5.0,UNEMPLOYED,1,27.0,2.0,1443.0
9111,level_d,2017-07-20,2017-07-17,NY,US,1983.0,TEACHER,4.0,3.0,11.0,126,3.0,TEACHER,1,38.0,3.0,1317.0
9113,level_d,2017-05-15,2017-05-10,MD,US,1982.0,PROGRAMMER,4.0,2.0,6.0,260,3.0,TECH,1,39.0,5.0,1383.0
9115,level_b,2018-01-04,2017-12-29,IL,US,1974.0,IT,5.0,4.0,22.0,309,8.0,TECH,1,47.0,6.0,1149.0
9117,level_b,2019-12-13,2019-12-13,NY,US,1966.0,NAN,2.0,1.0,3.0,42,11.0,MISSING,1,55.0,0.0,441.0
9119,level_b,2017-11-06,2017-11-03,IL,US,1974.0,BUSINESS OWNER,4.0,4.0,11.0,140,4.0,EXECUTIVE,1,47.0,3.0,1208.0
9121,level_d,2017-12-14,2017-12-09,NON US,SG,1992.0,MARKETING MANAGER,2.0,3.0,12.0,282,3.0,MANAGER,1,29.0,5.0,1170.0
9123,level_c,2015-10-08,2015-10-08,NH,US,1966.0,IT,3.0,3.0,7.0,80,5.0,TECH,1,55.0,0.0,1968.0
9125,level_b,2017-12-19,2017-05-26,VA,US,1972.0,IT,2.0,2.0,33.0,33,1.0,TECH,1,49.0,207.0,1165.0
9127,level_b,2017-06-09,2017-06-02,FL,US,1998.0,STUDENT,2.0,2.0,7.0,149,6.0,STUDENT,1,23.0,7.0,1358.0
9129,level_b,2020-01-29,2020-01-27,NY,US,1950.0,NAN,1.0,1.0,1.0,12,,MISSING,1,71.0,2.0,394.0
9131,level_c,2016-11-02,2016-10-30,KOWLOON,HK,1993.0,STUDENT,1.0,1.0,13.0,628,7.0,STUDENT,1,28.0,3.0,1577.0
9133,level_d,2017-06-21,2017-06-15,CA,US,1975.0,SUPERVISOR AT THUNDERVALLEY CASINO,5.0,4.0,10.0,447,4.0,MANAGER,1,46.0,6.0,1346.0
9135,level_b,2017-11-03,2017-10-31,TX,US,1979.0,SELF EMPLOYED,2.0,2.0,5.0,96,2.0,SELF,1,42.0,3.0,1211.0
9137,level_d,2017-10-17,2017-10-13,HONG KONG,HK,1981.0,INFORMATION TECHNOLOGY,4.0,5.0,13.0,424,4.0,TECH,1,40.0,4.0,1228.0
9139,level_d,2017-06-12,2017-06-04,CA,US,1969.0,ARTIST,5.0,7.0,38.0,105,2.0,ARTIST,1,52.0,8.0,1355.0
9141,level_c,2017-02-12,2017-02-09,ON,CA,1984.0,ACCOUNTANT,2.0,3.0,12.0,203,3.0,FINANCE,1,37.0,3.0,1475.0
9143,level_d,2017-05-23,2017-05-22,CO,US,1950.0,RETIRED,3.0,4.0,5.0,491,2.0,RETIRED,1,71.0,1.0,1375.0
9145,level_b,2017-06-15,2017-06-12,NV,US,1986.0,INVESTOR,1.0,3.0,6.0,97,,INVESTOR,1,35.0,3.0,1352.0
9147,level_b,2017-10-23,2017-10-22,CA,US,1987.0,SELF EMPLOYED,4.0,3.0,7.0,67,1.0,SELF,1,34.0,1.0,1222.0
9149,level_d,2017-12-26,2017-12-13,HONG KONG,HK,1969.0,INVESTOR,4.0,4.0,7.0,87,2.0,INVESTOR,1,52.0,13.0,1158.0
5331,level_d,,2017-12-14,NON US,SG,1977.0,DIRECTOR,1.0,2.0,56.0,213,4.0,EXECUTIVE,1,44.0,,
9153,level_b,2017-12-31,2017-11-27,MA,US,1989.0,STUDENT,5.0,4.0,18.0,325,1.0,STUDENT,1,32.0,34.0,1153.0
