ACCOUNT_ID,AMOUNT_nunique_type_1,AMOUNT_nunique_type_2,AMOUNT_nunique_type_3,AMOUNT_nunique_type_4,AMOUNT_nunique_type_5,AMOUNT_sum_type_1,AMOUNT_sum_type_2,AMOUNT_sum_type_3,AMOUNT_sum_type_4,AMOUNT_sum_type_5,CURRENCY_nunique_type_1,CURRENCY_nunique_type_2,CURRENCY_nunique_type_3,CURRENCY_nunique_type_4,CURRENCY_nunique_type_5,CURRENCY_sum_type_1,CURRENCY_sum_type_2,CURRENCY_sum_type_3,CURRENCY_sum_type_4,CURRENCY_sum_type_5
7929,1.0,,1.0,,,0.29951500000000003,,0.29951500000000003,,,1.0,,1.0,,,currency_2,,currency_2,,
7933,1.0,1.0,2.0,,,0.010375,0.3616,3000.010375,,,1.0,1.0,2.0,,,currency_2,currency_2,currency_1currency_2,,
7937,1.0,2.0,2.0,,,1500.0,0.697506,500.191985,,,1.0,1.0,2.0,,,currency_1currency_1currency_1,currency_2currency_2,currency_1currency_3,,
7943,,13.0,8.0,,,,128.615892,396198.50048200006,,,,2.0,2.0,,,,currency_2currency_2currency_2currency_2currency_2currency_2currency_2currency_2currency_2currency_2currency_3currency_3currency_2currency_3currency_3currency_2,currency_1currency_3currency_1currency_3currency_3currency_3currency_1currency_1currency_1,,
7947,1.0,,1.0,,,1.1229770000000001,,1.1229770000000001,,,1.0,,1.0,,,currency_2,,currency_2,,
7949,2.0,4.0,5.0,,,0.054746,368.87100000000004,250.09275699999998,,,1.0,2.0,2.0,,,currency_2currency_2,currency_1currency_1currency_2currency_2,currency_1currency_2currency_2currency_2currency_2,,
7953,,1.0,1.0,,,,3698.23,0.5,,,,1.0,1.0,,,,currency_1,currency_2,,
7955,1.0,4.0,1.0,,,2000.0,0.700012,2000.0,,,1.0,1.0,1.0,,,currency_1currency_1currency_1currency_1,currency_2currency_2currency_2currency_2,currency_1currency_1currency_1currency_1,,
7961,,1.0,,,,,20.0,,,,,1.0,,,,,currency_3,,,
7963,,1.0,1.0,,,,1.0,25000.0,,,,1.0,1.0,,,,currency_2,currency_1,,
7967,,2.0,1.0,,,,5.7,25000.0,,,,1.0,1.0,,,,currency_2currency_2,currency_1,,
7969,1.0,10.0,11.0,,,1000.0,37.87032,132.05349999999999,,,1.0,2.0,1.0,,,currency_1currency_1,currency_2currency_2currency_2currency_2currency_2currency_2currency_3currency_2currency_2currency_3,currency_3currency_3currency_3currency_3currency_3currency_3currency_3currency_3currency_3currency_3currency_3,,
7983,,1.0,,,,,30000.0,,,,,1.0,,,,,currency_1,,,
7985,,1.0,1.0,,,,24.418229,30000.0,,,,1.0,1.0,,,,currency_3,currency_1,,
7987,2.0,4.0,,,,2100.0,500.73240899999996,,,,1.0,3.0,,,,currency_1currency_1currency_1currency_1currency_1,currency_2currency_1currency_3currency_3,,,
7989,,,2.0,,,,,1250.0,,,,,1.0,,,,,currency_1currency_1currency_1,,
7993,1.0,8.0,3.0,,,2000.0,0.530698,1900.009857,,,1.0,1.0,2.0,,,currency_1currency_1currency_1currency_1,currency_2currency_2currency_2currency_2currency_2currency_2currency_2currency_2,currency_1currency_1currency_1currency_2currency_1,,
8003,,6.0,4.0,,,,459.21227100000004,152590.0,,,,2.0,1.0,,,,currency_3currency_3currency_3currency_3currency_2currency_3,currency_1currency_1currency_1currency_1,,
8009,1.0,,2.0,,,1.096724,,1.319785,,,1.0,,1.0,,,currency_2,,currency_2currency_2,,
8023,,,1.0,,,,,0.05410499999999999,,,,,1.0,,,,,currency_2,,
8025,2.0,5.0,1.0,,,2438.0,5.8868149999999995,2000.0,,,1.0,1.0,1.0,,,currency_1currency_1currency_1currency_1currency_1,currency_2currency_2currency_2currency_2currency_2,currency_1currency_1currency_1currency_1,,
8035,1.0,,,,,500.0,,,,,1.0,,,,,currency_1,,,,
8039,,,1.0,,,,,3.5,,,,,1.0,,,,,currency_2,,
8041,,,1.0,,,,,1.0,,,,,1.0,,,,,currency_1,,
8045,1.0,1.0,2.0,,,0.189849,1.665246,7000.189849,,,1.0,1.0,2.0,,,currency_2,currency_2,currency_1currency_2,,
8047,,2.0,,,,,5573.09,,,,,1.0,,,,,currency_1currency_1,,,
8049,,8.0,,,,,1.560779,,,,,2.0,,,,,currency_2currency_2currency_2currency_2currency_3currency_2currency_2currency_2,,,
8055,1.0,,1.0,,,500.0,,1000.0,,,1.0,,1.0,,,currency_1,,currency_1currency_1,,
8057,,2.0,2.0,,,,9700.0,0.620447,,,,1.0,1.0,,,,currency_1currency_1,currency_2currency_2,,
8059,,,2.0,,,,,20500.0,,,,,1.0,,,,,currency_1currency_1,,
8063,1.0,,,,,500.0,,,,,1.0,,,,,currency_1,,,,
8065,,1.0,,,,,0.000935,,,,,1.0,,,,,currency_2,,,
8069,,,1.0,,,,,20000.0,,,,,1.0,,,,,currency_1,,
8071,,2.0,,,,,16.0833,,,,,2.0,,,,,currency_2currency_1,,,
8075,,,2.0,,,,,10470.0,,,,,1.0,,,,,currency_1currency_1,,
8077,1.0,6.0,6.0,,,19.999667000000002,165273.400723,100519.999667,,,1.0,3.0,3.0,,,currency_2,currency_1currency_2currency_1currency_3currency_1currency_2,currency_1currency_2currency_3currency_1currency_1currency_1,,
8083,,1.0,,,,,9973.0,,,,,1.0,,,,,currency_1,,,
8087,1.0,3.0,1.0,,,100.0,2.8047889999999995,100.0,,,1.0,2.0,1.0,,,currency_1,currency_2currency_3currency_2,currency_1,,
8089,,1.0,,,,,48.535083,,,,,1.0,,,,,currency_3,,,
8095,,4.0,3.0,,,,2.034973,3.7199549999999997,,,,1.0,1.0,,,,currency_2currency_2currency_2currency_2,currency_2currency_2currency_2,,
8097,,2.0,2.0,,,,6.765300999999999,22500.0,,,,2.0,1.0,,,,currency_3currency_2,currency_1currency_1,,
8103,1.0,1.0,1.0,,,1000.0,0.161806,1000.0,,,1.0,1.0,1.0,,,currency_1currency_1,currency_2,currency_1currency_1,,
8105,,2.0,,,,,20.01,,,,,1.0,,,,,currency_3currency_3,,,
8107,2.0,,1.0,,,1700.0,,1500.0,,,1.0,,1.0,,,currency_1currency_1currency_1currency_1,,currency_1currency_1currency_1,,
8111,1.0,2.0,5.0,,,0.635702,3009.07,502.084361,,,1.0,1.0,2.0,,,currency_2,currency_1currency_1,currency_2currency_1currency_2currency_2currency_2,,
8113,2.0,1.0,15.0,,,4000.040292,100.0,3612.1225990000007,,,2.0,1.0,3.0,,,currency_1currency_1currency_1currency_1currency_1currency_1currency_1currency_2currency_1,currency_3,currency_3currency_3currency_1currency_3currency_3currency_3currency_3currency_3currency_1currency_3currency_2currency_1currency_1currency_3currency_3currency_3currency_1currency_3currency_1currency_2currency_1,,
8131,,2.0,,,,,0.8,,,,,1.0,,,,,currency_2currency_2,,,
8137,,2.0,,,,,3.7959949999999996,,,,,1.0,,,,,currency_2currency_2,,,
8139,,1.0,,,,,75000.0,,,,,1.0,,,,,currency_1,,,
8145,,1.0,,,,,2.0,,,,,1.0,,,,,currency_2,,,
8151,,,1.0,,,,,60.0,,,,,1.0,,,,,currency_2,,
8153,1.0,3.0,3.0,,,0.554902,12866.92,1.191603,,,1.0,1.0,1.0,,,currency_2,currency_1currency_1currency_1,currency_2currency_2currency_2,,
8155,,1.0,1.0,,,,1.227219,5305.0,,,,1.0,1.0,,,,currency_2,currency_1,,
8165,1.0,1.0,2.0,,,100.0,0.14888099999999999,25100.0,,,1.0,1.0,1.0,,,currency_1,currency_2,currency_1currency_1,,
8169,,,1.0,,,,,35000.0,,,,,1.0,,,,,currency_1,,
8171,1.0,1.0,1.0,,,300.0,0.064948,300.0,,,1.0,1.0,1.0,,,currency_1,currency_2,currency_1,,
8173,,1.0,1.0,,,,13.6,50000.0,,,,1.0,1.0,,,,currency_3,currency_1,,
8181,1.0,,,,,500.0,,,,,1.0,,,,,currency_1,,,,
8185,2.0,1.0,2.0,,,1000.005167,0.005323,1.004167,,,2.0,1.0,1.0,,,currency_1currency_1currency_2,currency_2,currency_2currency_2,,
8189,,1.0,,,,,2.0,,,,,1.0,,,,,currency_3,,,
8195,,,1.0,,,,,22225.0,,,,,1.0,,,,,currency_1,,
8197,1.0,,1.0,,,0.2499,,0.2499,,,1.0,,1.0,,,currency_2,,currency_2,,
8203,,2.0,,,,,2.8,,,,,1.0,,,,,currency_2currency_2currency_2,,,
8207,,2.0,2.0,,,,3.318644,13900.0,,,,1.0,1.0,,,,currency_2currency_2,currency_1currency_1,,
8209,,1.0,1.0,,,,39.536688,39.536688,,,,1.0,1.0,,,,currency_3,currency_3,,
8217,1.0,1.0,1.0,,,0.3348,4988.22,0.3348,,,1.0,1.0,1.0,,,currency_2,currency_1,currency_2,,
8221,,2.0,,,,,4.392446,,,,,1.0,,,,,currency_2currency_2,,,
8223,1.0,,1.0,,,1000.0,,1000.0,,,1.0,,1.0,,,currency_1currency_1,,currency_1currency_1,,
8241,2.0,8.0,4.0,,,501.3096,960.136725,1002.8520000000001,,,2.0,2.0,2.0,,,currency_1currency_2,currency_2currency_1currency_1currency_2currency_2currency_2currency_2currency_2,currency_1currency_2currency_2currency_2currency_1,,
8245,,1.0,1.0,,,,9328.35,2.22,,,,1.0,1.0,,,,currency_1,currency_2,,
8253,,,1.0,,,,,100000.0,,,,,1.0,,,,,currency_1,,
8255,4.0,1.0,8.0,,,3000.1189179999997,0.007877,3000.279419,,,2.0,1.0,2.0,,,currency_1currency_1currency_1currency_1currency_2currency_1currency_1currency_2currency_2,currency_2,currency_1currency_1currency_1currency_1currency_2currency_2currency_1currency_2currency_2currency_1currency_2currency_2currency_2,,
8261,3.0,,3.0,,,6.998,,6.998,,,1.0,,1.0,,,currency_2currency_2currency_2,,currency_2currency_2currency_2,,
8263,,1.0,,,,,0.9194209999999999,,,,,1.0,,,,,currency_3,,,
8267,,,1.0,,,,,5000.0,,,,,1.0,,,,,currency_1,,
8271,,1.0,1.0,,,,5.624457,5.685023999999999,,,,1.0,1.0,,,,currency_2,currency_2,,
8277,,1.0,,,,,9700.0,,,,,1.0,,,,,currency_1,,,
8279,,,1.0,,,,,30000.0,,,,,1.0,,,,,currency_1,,
8281,,3.0,3.0,,,,147.54,0.010023,,,,1.0,1.0,,,,currency_1currency_1currency_1,currency_2currency_2currency_2,,
8283,,1.0,,,,,76645.0,,,,,1.0,,,,,currency_1,,,
8285,,2.0,2.0,,,,67504.34,15.0,,,,1.0,1.0,,,,currency_1currency_1,currency_2currency_2,,
8297,,2.0,,,,,1.615,,,,,1.0,,,,,currency_2currency_2,,,
8299,,,1.0,,,,,37350.0,,,,,1.0,,,,,currency_1,,
8301,1.0,3.0,1.0,,,1000.0,4.736419,1000.0,,,1.0,2.0,1.0,,,currency_1currency_1,currency_3currency_2currency_3,currency_1currency_1,,
8303,1.0,3.0,1.0,,,500.0,2.3755,2500.05,,,1.0,2.0,1.0,,,currency_1,currency_2currency_2currency_3,currency_1,,
8307,3.0,3.0,5.0,,,2000.94035,11.5,4009.939909,,,2.0,1.0,3.0,,,currency_2currency_1currency_1currency_1currency_1currency_2,currency_2currency_2currency_2,currency_3currency_2currency_1currency_1currency_1currency_1currency_1currency_1currency_1currency_1currency_2currency_3,,
8311,,,1.0,,,,,0.049229,,,,,1.0,,,,,currency_3,,
8319,,1.0,1.0,,,,1.184164,4980.0,,,,1.0,1.0,,,,currency_2,currency_1,,
8321,6.0,1.0,1.0,,,430.03,400.0,200.0,,,1.0,1.0,1.0,,,currency_1currency_1currency_1currency_1currency_1currency_1,currency_1currency_1,currency_1,,
8325,,1.0,1.0,,,,1.3006149999999999,500.0,,,,1.0,1.0,,,,currency_3,currency_1,,
8337,,1.0,1.0,,,,750.0,500.0,,,,1.0,1.0,,,,currency_1,currency_1,,
8339,1.0,2.0,1.0,,,1500.0,128.235,3000.0,,,1.0,1.0,1.0,,,currency_1currency_1currency_1,currency_3currency_3,currency_1currency_1currency_1currency_1currency_1currency_1,,
8343,1.0,3.0,2.0,,,2000.0,1.911,500.699,,,1.0,1.0,2.0,,,currency_1currency_1currency_1currency_1,currency_2currency_2currency_2,currency_1currency_2,,
8345,,5.0,2.0,,,,22.0,26500.0,,,,2.0,1.0,,,,currency_3currency_2currency_3currency_2currency_2currency_2currency_2currency_3,currency_1currency_1currency_1currency_1,,
8347,1.0,1.0,,,,455.0,0.096867,,,,1.0,1.0,,,,currency_1,currency_2,,,
8355,,1.0,,,,,30.0,,,,,1.0,,,,,currency_3,,,
8357,1.0,,,,,500.0,,,,,1.0,,,,,currency_1,,,,
8359,,,2.0,,,,,17365.0,,,,,1.0,,,,,currency_1currency_1,,
8371,1.0,4.0,2.0,,,0.052024,1205.794874,1.052024,,,1.0,3.0,2.0,,,currency_2,currency_1currency_3currency_2currency_3,currency_2currency_3,,
8373,,1.0,,,,,150.210282,,,,,1.0,,,,,currency_3,,,
8377,1.0,2.0,,,,1000.0,1058.0603330000001,,,,1.0,2.0,,,,currency_1currency_1,currency_1currency_2,,,
8379,1.0,,3.0,,,500.0,,15500.0,,,1.0,,1.0,,,currency_1,,currency_1currency_1currency_1currency_1currency_1,,
8383,1.0,1.0,1.0,,,0.05033,212.39,0.05033,,,1.0,1.0,1.0,,,currency_2,currency_1,currency_2,,
8387,,1.0,,,,,0.349625,,,,,1.0,,,,,currency_2,,,
8393,,1.0,,,,,1250.0,,,,,1.0,,,,,currency_1,,,
8397,,,1.0,,,,,200.0,,,,,1.0,,,,,currency_1,,
8403,,1.0,2.0,,,,15.0,10.998000000000001,,,,1.0,1.0,,,,currency_2,currency_2currency_2,,
8405,,,1.0,,,,,30340.0,,,,,1.0,,,,,currency_1,,
8409,,1.0,,,,,2.0,,,,,1.0,,,,,currency_3,,,
8411,1.0,,1.0,,,3000.0,,1500.0,,,1.0,,1.0,,,currency_1currency_1currency_1currency_1currency_1currency_1,,currency_1currency_1currency_1,,
8413,,,1.0,,,,,5000.0,,,,,1.0,,,,,currency_1,,
8415,,,1.0,,,,,1000.0,,,,,1.0,,,,,currency_1currency_1,,
8417,1.0,,5.0,,,500.0,,506.700923,,,1.0,,2.0,,,currency_1,,currency_2currency_1currency_2currency_2currency_2,,
8419,,2.0,2.0,,,,3.7650539999999997,33440.67,,,,1.0,1.0,,,,currency_2currency_2,currency_1currency_1,,
8421,,4.0,,,,,45.02,,,,,2.0,,,,,currency_2currency_3currency_2currency_2,,,
8423,,1.0,1.0,,,,9010.22,2.130378,,,,1.0,1.0,,,,currency_1,currency_2,,
8427,,2.0,2.0,,,,3.138823,16000.0,,,,1.0,1.0,,,,currency_2currency_2,currency_1currency_1currency_1,,
8429,,1.0,3.0,,,,0.851823,21500.0,,,,1.0,1.0,,,,currency_2,currency_1currency_1currency_1currency_1currency_1currency_1currency_1,,
8431,,1.0,1.0,,,,1.0,1.2300010000000001,,,,1.0,1.0,,,,currency_2,currency_2,,
8435,1.0,,1.0,,,2000.0,,1000.0,,,1.0,,1.0,,,currency_1currency_1currency_1currency_1,,currency_1currency_1,,
8441,,1.0,,,,,1.5595649999999999,,,,,1.0,,,,,currency_2,,,
8443,1.0,6.0,3.0,,,0.0889,575.67,29500.4789,,,1.0,2.0,3.0,,,currency_2,currency_3currency_3currency_3currency_3currency_3currency_1,currency_2currency_1currency_3,,
8445,,1.0,1.0,,,,0.0017050000000000001,2250.0,,,,1.0,1.0,,,,currency_2,currency_1,,
8447,1.0,4.0,2.0,,,500.0,19500.0,504.279,,,1.0,1.0,2.0,,,currency_1,currency_1currency_1currency_1currency_1currency_1,currency_2currency_1,,
8453,1.0,,,,,20000.0,,,,,1.0,,,,,currency_1currency_1,,,,
8471,1.0,,1.0,,,1000.0,,1500.0,,,1.0,,1.0,,,currency_1currency_1,,currency_1currency_1currency_1,,
8473,,1.0,1.0,,,,0.413685,200.0,,,,1.0,1.0,,,,currency_2,currency_1,,
8475,,1.0,,,,,0.1,,,,,1.0,,,,,currency_2,,,
8479,,2.0,1.0,,,,10846.32,1.77597,,,,1.0,1.0,,,,currency_1currency_1,currency_2,,
8483,1.0,1.0,1.0,,,1000.0,0.085637,250.0,,,1.0,1.0,1.0,,,currency_1currency_1,currency_2,currency_1,,
8485,1.0,2.0,,,,1000.0,0.213412,,,,1.0,1.0,,,,currency_1currency_1,currency_2currency_2,,,
8487,3.0,1.0,3.0,,,509.998,25000.0,509.998,,,2.0,1.0,2.0,,,currency_2currency_2currency_1,currency_1,currency_2currency_2currency_1,,
8489,1.0,2.0,1.0,,,0.267019,64.657344,0.267019,,,1.0,2.0,1.0,,,currency_2,currency_3currency_2,currency_2,,
8491,,,1.0,,,,,2.13489,,,,,1.0,,,,,currency_2,,
8499,,,1.0,,,,,41.2555,,,,,1.0,,,,,currency_2,,
8503,1.0,2.0,2.0,,,0.032844,1746.01,0.09673,,,1.0,1.0,1.0,,,currency_2,currency_1currency_1,currency_2currency_2,,
8507,1.0,,,,,500.0,,,,,1.0,,,,,currency_1,,,,
8509,4.0,12.0,6.0,,,525.083,100.29157000000001,100.146,,,2.0,2.0,2.0,,,currency_1currency_1currency_2currency_2,currency_2currency_2currency_2currency_2currency_2currency_2currency_2currency_2currency_2currency_2currency_2currency_2currency_2currency_2currency_2currency_2currency_1currency_2currency_2currency_2,currency_2currency_2currency_2currency_2currency_2currency_1,,
8523,1.0,1.0,2.0,,,1000.0,1.0,7500.0,,,1.0,1.0,1.0,,,currency_1currency_1,currency_3,currency_1currency_1currency_1currency_1currency_1,,
8527,1.0,6.0,3.0,,,0.260358,8894.93,78.737781,,,1.0,1.0,2.0,,,currency_2,currency_1currency_1currency_1currency_1currency_1currency_1currency_1currency_1,currency_2currency_3currency_2,,
8531,7.0,2.0,6.0,,1.0,88.676852,2376.13,600.823931,,100.0,2.0,1.0,2.0,,1.0,currency_2currency_2currency_2currency_2currency_1currency_1currency_2,currency_1currency_1,currency_2currency_2currency_1currency_2currency_1currency_2,,currency_1
8537,3.0,2.0,1.0,,,1000.0,7.028341999999999,500.0,,,1.0,1.0,1.0,,,currency_1currency_1currency_1,currency_3currency_3,currency_1,,
8539,,2.0,,,,,495.99,,,,,1.0,,,,,currency_3currency_3,,,
8543,1.0,,2.0,,,10000.0,,2.0405130000000002,,,1.0,,1.0,,,currency_1,,currency_2currency_2,,
8545,,1.0,,,,,0.006801000000000001,,,,,1.0,,,,,currency_2,,,
8547,,3.0,,,,,0.034999999999999996,,,,,1.0,,,,,currency_2currency_2currency_2,,,
8553,,1.0,,,,,3725.0,,,,,1.0,,,,,currency_1,,,
8555,4.0,3.0,3.0,,,3.824936,2854.65,3.53107,,,1.0,2.0,1.0,,,currency_2currency_2currency_2currency_2,currency_1currency_1currency_2currency_2,currency_2currency_2currency_2,,
8557,,,1.0,,,,,500.0,,,,,1.0,,,,,currency_1,,
8559,1.0,1.0,,,,500.0,0.076923,,,,1.0,1.0,,,,currency_1,currency_2,,,
8561,,,1.0,,,,,55.42,,,,,1.0,,,,,currency_3,,
8563,,1.0,,,,,0.31,,,,,1.0,,,,,currency_2,,,
8565,1.0,3.0,2.0,,,1000.0,26.5,6500.0,,,1.0,1.0,1.0,,,currency_1currency_1,currency_3currency_3currency_3,currency_1currency_1currency_1currency_1currency_1,,
8567,,1.0,,,,,0.5,,,,,1.0,,,,,currency_2,,,
8569,,,1.0,,,,,1000.0,,,,,1.0,,,,,currency_1currency_1,,
8575,,1.0,,,,,100000.0,,,,,1.0,,,,,currency_1,,,
8579,1.0,1.0,1.0,,,2000.0,1.5,1500.0,,,1.0,1.0,1.0,,,currency_1currency_1currency_1currency_1,currency_3,currency_1currency_1currency_1,,
8581,,1.0,,,,,9.4,,,,,1.0,,,,,currency_3,,,
8585,2.0,2.0,2.0,,,1501.8,96.7509,501.8,,,2.0,2.0,2.0,,,currency_1currency_1currency_1currency_2,currency_2currency_1,currency_1currency_2,,
8593,1.0,3.0,2.0,,,2.076906,2001.31,3.3868270000000003,,,1.0,2.0,1.0,,,currency_2,currency_1currency_2currency_2,currency_2currency_2,,
8605,,1.0,1.0,,,,3.3113989999999998,14000.0,,,,1.0,1.0,,,,currency_2,currency_1,,
8607,1.0,3.0,,,,1500.0,0.37964400000000004,,,,1.0,1.0,,,,currency_1currency_1currency_1,currency_2currency_2currency_2,,,
8611,2.0,2.0,2.0,,,501.03008,2500.053934,201.03008,,,2.0,2.0,2.0,,,currency_2currency_1,currency_2currency_1,currency_2currency_1,,
8615,1.0,2.0,1.0,,,1000.0,0.280096,1000.0,,,1.0,1.0,1.0,,,currency_1currency_1,currency_2currency_2,currency_1currency_1,,
8617,1.0,,1.0,,,2000.0,,1500.0,,,1.0,,1.0,,,currency_1currency_1currency_1currency_1,,currency_1currency_1currency_1,,
8619,1.0,1.0,1.0,,,0.65,5154.62,0.65,,,1.0,1.0,1.0,,,currency_2,currency_1,currency_2,,
8621,1.0,,,,,200.0,,,,,1.0,,,,,currency_1currency_1,,,,
8625,,,1.0,,,,,5000.0,,,,,1.0,,,,,currency_1,,
8627,,2.0,1.0,,,,2.695594,39990.0,,,,1.0,1.0,,,,currency_2currency_2,currency_1,,
8629,,,2.0,,,,,0.601193,,,,,2.0,,,,,currency_2currency_3,,
8633,3.0,,4.0,,,0.315409,,0.333234,,,1.0,,1.0,,,currency_2currency_2currency_2,,currency_2currency_2currency_2currency_2,,
8635,,1.0,1.0,,,,5.0,40000.0,,,,1.0,1.0,,,,currency_2,currency_1,,
8637,,1.0,1.0,,,,0.23620300000000002,11000.0,,,,1.0,1.0,,,,currency_2,currency_1,,
8639,1.0,1.0,1.0,,,1000.0,0.200415,500.0,,,1.0,1.0,1.0,,,currency_1currency_1,currency_2,currency_1,,
8641,,2.0,1.0,,,,2.098915,2.13,,,,1.0,1.0,,,,currency_2currency_2,currency_2,,
8645,1.0,6.0,12.0,,,0.641487,39.32,59294.288823999996,,,1.0,2.0,3.0,,,currency_2,currency_2currency_2currency_2currency_2currency_2currency_2currency_2currency_2currency_2currency_2currency_3,currency_3currency_3currency_2currency_2currency_3currency_3currency_1currency_3currency_3currency_3currency_3currency_3currency_3,,
8655,,1.0,,,,,1.0,,,,,1.0,,,,,currency_2currency_2,,,
8657,,1.0,2.0,,,,0.75,35000.0,,,,1.0,1.0,,,,currency_2,currency_1currency_1,,
8661,1.0,1.0,1.0,,,2500.0,0.5,3500.0,,,1.0,1.0,1.0,,,currency_1currency_1currency_1currency_1currency_1,currency_2,currency_1currency_1currency_1currency_1currency_1currency_1currency_1,,
8665,1.0,1.0,1.0,,,1500.0,2.0,1500.0,,,1.0,1.0,1.0,,,currency_1currency_1currency_1,currency_3,currency_1currency_1currency_1,,
8669,1.0,,1.0,,,500.0,,4000.0,,,1.0,,1.0,,,currency_1,,currency_1,,
8673,8.0,25.0,21.0,,,43.9973,2214.0123199999994,698.1745,,,1.0,2.0,2.0,,,currency_2currency_2currency_2currency_2currency_2currency_2currency_2currency_2currency_2currency_2currency_2currency_2currency_2currency_2currency_2currency_2currency_2currency_2currency_2currency_2currency_2currency_2,currency_3currency_2currency_3currency_3currency_3currency_2currency_2currency_3currency_3currency_3currency_3currency_3currency_3currency_3currency_3currency_3currency_3currency_3currency_3currency_3currency_3currency_3currency_3currency_3currency_3currency_3currency_3currency_3currency_3currency_3currency_3currency_3currency_3currency_3currency_3currency_3currency_3currency_3currency_3currency_3currency_3currency_3currency_3currency_3currency_3currency_3currency_3currency_2currency_2currency_2currency_2currency_2currency_2currency_2currency_2currency_2currency_2currency_2currency_2currency_3currency_3currency_3currency_3currency_3currency_3currency_3currency_3currency_3currency_3,currency_2currency_2currency_2currency_2currency_2currency_2currency_2currency_2currency_2currency_2currency_2currency_2currency_2currency_2currency_2currency_2currency_2currency_2currency_2currency_2currency_2currency_2currency_2currency_2currency_2currency_2currency_2currency_2currency_2currency_2currency_2currency_2currency_2currency_2currency_2currency_2currency_2currency_2currency_3currency_3currency_3currency_3currency_3currency_3currency_3currency_3currency_3currency_3currency_3currency_3currency_3currency_3currency_3currency_2currency_2currency_2currency_2currency_2currency_2currency_2currency_2currency_2,,
8677,,1.0,,,,,6786.53,,,,,1.0,,,,,currency_1,,,
8679,,,2.0,,,,,1435.33,,,,,1.0,,,,,currency_1currency_1,,
8681,,1.0,,,,,249389.96,,,,,1.0,,,,,currency_1,,,
8685,,,1.0,,,,,2585.0,,,,,1.0,,,,,currency_1,,
8689,,,1.0,,,,,0.077904,,,,,1.0,,,,,currency_2,,
8697,,3.0,,,,,1.900798,,,,,2.0,,,,,currency_2currency_2currency_3currency_3,,,
8709,1.0,,,,,500.0,,,,,1.0,,,,,currency_1,,,,
8713,3.0,5.0,3.0,,,1001.567331,2.820365,1501.567331,,,2.0,1.0,2.0,,,currency_2currency_1currency_1currency_2,currency_2currency_2currency_2currency_2currency_2,currency_1currency_2currency_1currency_1currency_2,,
8717,,1.0,,,,,7311.44,,,,,1.0,,,,,currency_1,,,
8723,,1.0,,,,,0.25,,,,,1.0,,,,,currency_2,,,
8731,2.0,4.0,4.0,,,0.022538,1882.91,6000.315748,,,1.0,2.0,2.0,,,currency_2currency_2,currency_1currency_1currency_1currency_2,currency_2currency_2currency_1currency_2,,
8733,,,1.0,,,,,50000.0,,,,,1.0,,,,,currency_1,,
8739,,1.0,,,,,3.767118,,,,,1.0,,,,,currency_2,,,
8741,,2.0,1.0,,,,3.24305,0.9773930000000001,,,,1.0,1.0,,,,currency_2currency_2,currency_2,,
8743,,,1.0,,,,,7000.0,,,,,1.0,,,,,currency_1,,
8749,,2.0,,,,,27.0,,,,,1.0,,,,,currency_2currency_2,,,
8755,,9.0,1.0,,,,19.656523999999997,10000.0,,,,1.0,1.0,,,,currency_2currency_2currency_2currency_2currency_2currency_2currency_2currency_2currency_2currency_2currency_2currency_2currency_2,currency_1,,
8757,,1.0,1.0,,,,0.093769,500.0,,,,1.0,1.0,,,,currency_2,currency_1,,
8759,12.0,6.0,17.0,,,9.942153,28671.414441,10.687447999999996,,,1.0,2.0,1.0,,,currency_2currency_2currency_2currency_2currency_2currency_2currency_2currency_2currency_2currency_2currency_2currency_2currency_2currency_2currency_2currency_2currency_2currency_2,currency_1currency_1currency_1currency_2currency_2currency_1,currency_2currency_2currency_2currency_2currency_2currency_2currency_2currency_2currency_2currency_2currency_2currency_2currency_2currency_2currency_2currency_2currency_2currency_2currency_2currency_2currency_2currency_2currency_2currency_2currency_2currency_2,,
8767,,1.0,,,,,3.0,,,,,1.0,,,,,currency_2,,,
8769,1.0,,1.0,,,500.0,,500.0,,,1.0,,1.0,,,currency_1,,currency_1,,
8771,1.0,3.0,1.0,,,500.0,19.233608,10000.0,,,1.0,2.0,1.0,,,currency_1,currency_3currency_3currency_2,currency_1,,
8773,,,1.0,,,,,1000.0,,,,,1.0,,,,,currency_1currency_1,,
8775,2.0,3.0,3.0,,,3.48,6602.92,4324.48,,,1.0,2.0,2.0,,,currency_2currency_2,currency_1currency_2currency_2,currency_2currency_2currency_1,,
8779,1.0,11.0,6.0,,,3.76,7.81756,13006.818,,,1.0,1.0,2.0,,,currency_2,currency_2currency_2currency_2currency_2currency_2currency_2currency_2currency_2currency_2currency_2currency_2,currency_1currency_2currency_1currency_1currency_1currency_2currency_2,,
8785,,,1.0,,,,,0.565077,,,,,1.0,,,,,currency_2,,
8787,1.0,,1.0,,,1000.0,,1500.0,,,1.0,,1.0,,,currency_1currency_1,,currency_1currency_1currency_1,,
8789,1.0,,1.0,,,0.0412,,0.0412,,,1.0,,1.0,,,currency_2,,currency_2,,
8791,1.0,5.0,2.0,,,1000.0,23360.917873,7.351068,,,1.0,3.0,2.0,,,currency_1currency_1,currency_3currency_2currency_3currency_1currency_1,currency_2currency_3,,
8793,,,1.0,,,,,50000.0,,,,,1.0,,,,,currency_1,,
8799,,,1.0,,,,,0.445263,,,,,1.0,,,,,currency_2,,
