EXCHANGE_ACCOUNT_ID,exposure_count,SENT_INDIRECT_EXPOSURE_SUM,SENT_DIRECT_EXPOSURE_SUM,RECEIVED_INDIRECT_EXPOSURE_SUM,RECEIVED_DIRECT_EXPOSURE_SUM,cluster_category_count,cluster_name_count,cluster_category_category_1,cluster_category_category_2,cluster_category_category_3,cluster_category_category_4,cluster_category_category_5,cluster_category_category_6,cluster_category_category_7,cluster_category_category_8,cluster_category_category_9,cluster_category_category_10,cluster_category_category_11,cluster_category_category_12,cluster_category_category_13,cluster_category_category_14,cluster_category_category_15,SENT_INDIRECT_EXPOSURE_AVG,SENT_DIRECT_EXPOSURE_AVG,RECEIVED_INDIRECT_EXPOSURE_AVG,RECEIVED_DIRECT_EXPOSURE_AVG
8055,38,77101.84999999999,65673.44,11528.090000000002,0.0,11,38,19,2,2,2,2,2,1,4,2,0,0,1,0,1,0,2028.9960526315788,1728.2484210526316,303.3707894736843,0.0
8067,4,23389.35,22206.42,117284.34,117284.34,2,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5847.3375,5551.605,29321.085,29321.085
8075,5,82010.01999999999,73230.51999999999,21553.29,17918.199999999997,2,5,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16402.003999999997,14646.103999999998,4310.658,3583.6399999999994
8095,180,437103.3499999999,88758.32,600031.5400000003,102479.81999999999,13,180,97,8,6,22,10,3,7,12,6,1,5,2,0,1,0,2428.351944444444,493.10177777777784,3333.508555555557,569.3323333333333
8111,52,176182.40999999997,159139.46999999997,350849.37000000005,309506.58,9,52,35,3,1,2,3,3,2,2,0,0,0,1,0,0,0,3388.1232692307685,3060.3744230769225,6747.10326923077,5952.049615384616
8135,23,11321.189999999997,0.0,83539.76,0.0,10,23,7,1,1,3,1,2,1,4,1,0,2,0,0,0,0,492.2256521739129,0.0,3632.1634782608694,0.0
8173,93,534031.7,244456.08,1352982.5799999998,82148.48,11,93,58,7,2,5,6,4,4,4,1,1,0,1,0,0,0,5742.276344086021,2628.56,14548.199784946235,883.3169892473118
8181,9,89581.08,69464.7,75235.64,73362.33,3,9,6,2,0,0,0,1,0,0,0,0,0,0,0,0,0,9953.453333333333,7718.299999999999,8359.515555555556,8151.37
8191,15,577643.24,576998.04,944916.24,944916.24,4,9,10,2,0,0,0,1,2,0,0,0,0,0,0,0,0,38509.549333333336,38466.536,62994.416,62994.416
8245,8,258977.90999999997,13346.69,232288.58,165144.52000000002,2,7,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,32372.238749999997,1668.33625,29036.0725,20643.065000000002
8261,37,111533.86999999998,0.0,818494.79,0.0,8,37,21,5,0,3,1,1,2,3,1,0,0,0,0,0,0,3014.4289189189185,0.0,22121.48081081081,0.0
8281,42,73441.58,68345.87000000001,51312.81,21576.76,9,42,25,3,2,4,1,3,2,1,0,0,0,1,0,0,0,1748.6090476190477,1627.2826190476194,1221.7335714285714,513.7323809523809
8311,11,0.0,0.0,98529.43000000001,104.37,2,7,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0.0,0.0,8957.22090909091,9.488181818181818
8347,24,29565.599999999995,0.0,62186.07,0.0,7,24,14,3,0,1,0,2,1,2,1,0,0,0,0,0,0,1231.8999999999999,0.0,2591.08625,0.0
8351,20,249473.43999999997,163429.8,945832.9400000001,383441.39,4,20,16,1,2,0,0,0,0,1,0,0,0,0,0,0,0,12473.671999999999,8171.49,47291.647000000004,19172.0695
8383,74,15142.789999999997,12215.67,67124.91000000002,37161.37,10,74,44,4,2,6,1,2,4,7,2,0,2,0,0,0,0,204.63229729729727,165.07662162162163,907.0933783783786,502.18067567567573
8413,231,142348.8099999999,46216.58,181377.26000000004,174736.84,11,126,125,13,4,14,4,10,14,24,13,0,4,6,0,0,0,616.2286147186144,200.0717748917749,785.1829437229438,756.4365367965368
8445,7,66409.94,41169.00000000001,93935.31999999999,0.0,2,7,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9487.134285714286,5881.285714285716,13419.331428571428,0.0
8465,7,21267.729999999996,20727.019999999997,246445.96,134521.0,3,7,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3038.247142857142,2961.0028571428566,35206.565714285716,19217.285714285714
8483,80,87795.33,2971.81,97384.73999999998,0.0,12,80,48,6,3,4,2,3,3,4,3,1,2,1,0,0,0,1097.441625,37.147625,1217.3092499999998,0.0
8501,46,418475.69000000006,385318.94,275722.23,30818.49,7,24,30,2,2,2,0,4,0,0,4,0,0,2,0,0,0,9097.297608695653,8376.498695652173,5993.96152173913,669.9671739130436
8511,10,42610.409999999996,29033.780000000002,164136.61000000002,139966.07,2,10,8,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4261.040999999999,2903.378,16413.661,13996.607
8519,8,134553.05000000002,132737.93,407291.89,313506.2,2,8,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16819.131250000002,16592.24125,50911.48625,39188.275
8559,5,322020.74,69994.3,34167.8,0.0,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64404.148,13998.86,6833.56,0.0
8565,6,304266.83,304266.83,112897.93,112897.93,1,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50711.138333333336,50711.138333333336,18816.321666666667,18816.321666666667
8569,5,57729.9,56779.55,182018.34,180592.02000000002,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11545.98,11355.91,36403.668,36118.404
8577,18,4246.06,3078.15,40852.85,23324.42,5,18,14,0,0,1,1,1,0,1,0,0,0,0,0,0,0,235.89222222222224,171.00833333333333,2269.6027777777776,1295.801111111111
8607,9,148647.35,107829.34,86668.94,86668.94,2,9,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16516.372222222224,11981.037777777778,9629.882222222222,9629.882222222222
8615,96,101915.54999999999,18398.3,70034.81000000001,4399.88,10,96,53,4,2,8,4,4,6,9,4,0,0,2,0,0,0,1061.6203125,191.64895833333333,729.5292708333335,45.83208333333334
8617,8,153759.74,140651.53,139510.82,129038.18,2,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19219.9675,17581.44125,17438.8525,16129.7725
8629,44,37231.350000000006,24889.04,103553.79000000001,24335.26,6,44,37,3,1,0,0,1,1,0,0,0,0,1,0,0,0,846.1670454545456,565.66,2353.4952272727273,553.0740909090908
8633,9,58701.69,54513.62,15317.48,12610.939999999999,3,9,6,0,0,0,2,1,0,0,0,0,0,0,0,0,0,6522.41,6057.068888888889,1701.9422222222222,1401.2155555555555
8685,8,64948.68,37208.78,50629.18000000001,12502.670000000002,2,8,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8118.585,4651.0975,6328.647500000001,1562.8337500000002
8729,8,497681.26,76636.35,525391.8,168126.71999999997,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62210.1575,9579.54375,65673.975,21015.839999999997
8763,178,919168.8499999999,511113.5800000001,0.0,0.0,12,89,94,12,6,4,2,8,26,14,4,0,2,4,2,0,0,5163.869943820224,2871.4246067415734,0.0,0.0
8771,25,75316.81,74894.36,62313.44000000001,49454.5,5,25,20,1,0,0,1,2,1,0,0,0,0,0,0,0,0,3012.6724,2995.7744000000002,2492.5376000000006,1978.18
8779,114,770228.7399999996,481760.06000000006,142900.10999999993,120269.13,11,114,84,5,2,4,3,3,4,2,1,0,3,3,0,0,0,6756.392456140347,4225.965438596491,1253.5097368421045,1054.9923684210526
8783,8,79137.53000000001,63194.25,0.0,0.0,2,8,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9892.191250000002,7899.28125,0.0,0.0
8861,3,9917.37,0.0,0.0,0.0,2,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3305.7900000000004,0.0,0.0,0.0
8881,4,16127.399999999998,6929.080000000001,0.0,0.0,3,4,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4031.8499999999995,1732.2700000000002,0.0,0.0
8895,257,95993.39000000001,9391.35,550175.4199999999,173718.36999999997,11,131,166,9,12,13,18,6,12,8,6,0,1,6,0,0,0,373.51513618677046,36.54221789883269,2140.760389105058,675.9469649805446
8899,14,354750.00999999995,346071.57999999996,1401373.56,945737.35,1,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25339.286428571424,24719.39857142857,100098.11142857143,67552.66785714285
8933,18,354239.6,211626.49999999997,398846.42,254680.86000000002,1,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19679.977777777778,11757.027777777776,22158.134444444444,14148.936666666668
8961,27,599458.8999999999,492255.32,443322.13,395219.72000000003,7,27,15,3,0,1,0,1,1,5,0,0,0,1,0,0,0,22202.18148148148,18231.678518518518,16419.33814814815,14637.76740740741
9003,8,948.19,0.0,12191.369999999999,0.0,3,8,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,118.52375,0.0,1523.9212499999999,0.0
9015,63,46144.06999999998,0.0,28958.67,0.0,10,63,41,4,2,2,3,3,3,1,2,0,0,2,0,0,0,732.4455555555552,0.0,459.66142857142853,0.0
9055,28,705690.56,31935.76,271189.86,24324.2,10,28,15,3,1,1,1,2,2,1,1,1,0,0,0,0,0,25203.234285714287,1140.5628571428572,9685.352142857142,868.7214285714286
9131,33,24861.21,11105.26,175997.2,160542.32000000004,6,22,19,3,2,2,6,1,0,0,0,0,0,0,0,0,0,753.37,336.5230303030303,5333.2484848484855,4864.918787878789
9137,20,953801.9800000002,572409.43,318429.47,21280.33,3,20,17,2,0,0,0,1,0,0,0,0,0,0,0,0,0,47690.09900000001,28620.471500000003,15921.473499999998,1064.0165000000002
9173,69,176385.24999999997,0.0,1281375.7400000005,24270.22,11,69,38,4,2,7,4,2,2,5,3,0,1,0,0,0,1,2556.3079710144925,0.0,18570.66289855073,351.74231884057974
9175,6,187658.59,187658.59,91988.64000000001,91988.64000000001,1,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31276.431666666667,31276.431666666667,15331.440000000002,15331.440000000002
9253,16,37515.29,37061.71,51026.59000000001,48107.9,6,16,10,0,0,1,2,1,1,0,0,1,0,0,0,0,0,2344.705625,2316.356875,3189.1618750000007,3006.74375
9261,4,207105.66,203042.03,117149.20000000001,117149.20000000001,2,4,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,51776.415,50760.5075,29287.300000000003,29287.300000000003
9335,17,154130.56999999998,66066.38,37522.79,4174.05,4,17,14,1,0,0,0,1,1,0,0,0,0,0,0,0,0,9066.504117647057,3886.2576470588237,2207.2229411764706,245.53235294117647
9353,9,785379.9400000001,784186.85,627036.52,626159.59,2,9,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,87264.43777777778,87131.87222222221,69670.72444444445,69573.28777777778
9359,6,7322.41,0.0,3269.68,0.0,2,6,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1220.4016666666666,0.0,544.9466666666666,0.0
9393,9,0.0,0.0,358785.68,320600.02999999997,2,8,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,39865.07555555555,35622.22555555555
9409,40,0.0,0.0,106313.91000000003,0.0,10,40,16,0,1,4,3,1,2,7,3,1,0,0,0,2,0,0.0,0.0,2657.847750000001,0.0
9423,114,68729.54,29965.600000000006,190322.58000000002,116884.76000000002,9,58,84,6,2,2,4,4,6,4,0,0,0,2,0,0,0,602.8907017543859,262.85614035087724,1669.4963157894738,1025.304912280702
9443,1,7937.03,7937.03,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7937.03,7937.03,0.0,0.0
9479,7,14547.439999999999,0.0,0.0,0.0,3,7,4,0,0,0,0,1,0,2,0,0,0,0,0,0,0,2078.2057142857143,0.0,0.0,0.0
9483,84,3089914.43,14218.06,2801440.8299999996,702462.7,9,84,47,7,3,5,7,3,6,3,3,0,0,0,0,0,0,36784.695595238096,169.26261904761904,33350.48607142857,8362.65119047619
9495,5,2676.9300000000003,2629.2300000000005,101.6,0.0,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,535.3860000000001,525.8460000000001,20.32,0.0
9501,4,536591.26,534956.42,0.0,0.0,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134147.815,133739.105,0.0,0.0
9503,21,60692.07,55526.35,18366.01,6654.77,1,11,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2890.0985714285716,2644.1119047619045,874.5719047619046,316.8938095238095
9517,25,323899.0400000001,32740.59,245343.6,245343.6,7,25,13,3,1,1,0,3,0,0,3,0,0,1,0,0,0,12955.961600000004,1309.6236,9813.744,9813.744
9521,4,870.65,0.0,716422.88,267543.97,2,4,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,217.6625,0.0,179105.72,66885.9925
9531,47,396818.1,273037.6,1062890.04,868398.39,10,47,32,3,2,1,1,1,2,3,1,0,0,1,0,0,0,8442.93829787234,5809.310638297872,22614.681702127662,18476.561489361702
9545,2,0.0,0.0,515207.57999999996,446370.97,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,257603.78999999998,223185.485
9551,20,84482.15,65050.39,8789.23,3638.14,5,20,13,2,0,0,0,1,0,3,1,0,0,0,0,0,0,4224.1075,3252.5195,439.4615,181.90699999999998
9561,36,115459.62000000001,62099.0,154095.95000000004,28986.38,4,18,28,0,2,0,4,0,0,0,0,0,0,2,0,0,0,3207.211666666667,1724.9722222222222,4280.443055555556,805.1772222222222
9595,8,37537.23,0.0,0.0,0.0,4,8,5,0,0,1,0,1,1,0,0,0,0,0,0,0,0,4692.15375,0.0,0.0,0.0
9619,119,3420.58,0.0,96673.3,6876.13,10,65,72,3,4,14,4,6,8,4,3,0,0,1,0,0,0,28.74436974789916,0.0,812.3806722689076,57.782605042016804
9637,25,143211.47999999998,118859.2,81210.73000000001,51010.36,3,13,21,2,0,0,0,2,0,0,0,0,0,0,0,0,0,5728.459199999999,4754.3679999999995,3248.4292000000005,2040.4144000000001
9647,84,42243.62000000001,3298.2200000000003,326093.23999999993,508.58,12,84,59,5,2,3,4,2,4,1,1,1,1,1,0,0,0,502.9002380952382,39.264523809523816,3882.06238095238,6.054523809523809
9663,42,70583.87999999999,10207.95,37816.729999999996,5228.06,8,42,32,1,1,2,2,1,2,1,0,0,0,0,0,0,0,1680.5685714285712,243.04642857142858,900.3983333333332,124.47761904761906
9679,78,29310.779999999995,8432.43,96909.60000000002,12551.35,10,39,44,2,4,4,2,6,8,4,2,0,0,2,0,0,0,375.7792307692307,108.10807692307692,1242.4307692307696,160.9147435897436
9687,9,95847.78,27511.36,72856.84,23255.77,4,9,6,1,0,0,0,1,0,0,1,0,0,0,0,0,0,10649.753333333334,3056.817777777778,8095.204444444444,2583.9744444444445
9695,49,129697.51000000001,3859.37,160953.19999999998,0.0,9,49,23,4,0,1,1,3,3,10,3,0,0,1,0,0,0,2646.8879591836735,78.76265306122448,3284.759183673469,0.0
9697,13,83759.34999999999,49780.46,327069.24999999994,190481.94,2,13,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6443.026923076923,3829.266153846154,25159.17307692307,14652.456923076923
9715,75,82988.35000000002,28850.83,220312.33000000002,88209.66,9,41,52,1,3,0,4,5,4,2,0,2,2,0,0,0,0,1106.5113333333336,384.6777333333334,2937.4977333333336,1176.1288
9723,3,10675.53,10675.53,10001.74,5732.0599999999995,2,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3558.51,3558.51,3333.9133333333334,1910.6866666666665
9743,109,158612.3300000001,69412.33000000002,346819.12,208450.45,11,109,73,5,3,4,5,3,6,5,2,0,1,2,0,0,0,1455.158990825689,636.8103669724773,3181.8267889908257,1912.3894495412844
9755,18,28391.35,9889.79,435685.44,210725.82,4,18,12,2,0,2,2,0,0,0,0,0,0,0,0,0,0,1577.2972222222222,549.4327777777778,24204.746666666666,11706.99
9777,39,34809.030000000006,0.0,24020.21,0.0,8,39,25,3,0,3,1,2,2,1,2,0,0,0,0,0,0,892.5392307692309,0.0,615.9028205128205,0.0
9793,36,13290.180000000004,447.04,20297.009999999995,571.11,6,36,26,1,1,0,0,2,3,3,0,0,0,0,0,0,0,369.1716666666668,12.41777777777778,563.8058333333332,15.864166666666668
9807,4,112255.84,107436.45999999999,0.0,0.0,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28063.96,26859.114999999998,0.0,0.0
9825,3,142508.58000000002,135140.95,121194.66,121194.66,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47502.86000000001,45046.98333333334,40398.22,40398.22
9827,48,43951.37,41206.2,78892.16,67459.41,9,24,22,4,2,4,0,4,4,2,0,0,4,2,0,0,0,915.6535416666667,858.4625,1643.5866666666668,1405.404375
9833,112,413283.27,357681.98000000004,524294.29,454445.67999999993,10,56,72,8,4,2,6,4,8,2,4,0,0,2,0,0,0,3690.0291964285716,3193.5891071428573,4681.199017857143,4057.5507142857136
9835,19,147697.04,1882.26,215708.86000000002,60.4,3,19,12,0,0,0,6,0,0,0,0,0,0,1,0,0,0,7773.528421052632,99.06631578947368,11353.097894736842,3.1789473684210527
9841,7,47258.11,47258.11,109079.52,8512.35,3,7,5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,6751.158571428571,6751.158571428571,15582.788571428571,1216.05
9857,87,10258.690000000002,0.0,117863.38999999998,36760.24,8,46,52,7,4,11,2,6,2,0,0,0,0,3,0,0,0,117.91597701149428,0.0,1354.7516091954021,422.53149425287353
9863,176,106426.15,38660.100000000006,250023.83,23037.6,10,89,104,10,8,14,8,8,6,10,4,0,0,4,0,0,0,604.6940340909091,219.65965909090912,1420.5899431818182,130.89545454545453
9881,21,72649.77,46396.72,62506.030000000006,22701.079999999998,6,21,13,2,1,2,0,1,0,0,0,0,0,2,0,0,0,3459.5128571428572,2209.367619047619,2976.4776190476196,1081.0038095238094
9885,12,372.5400000000001,0.0,231102.2,79781.67000000001,3,12,8,1,0,0,0,3,0,0,0,0,0,0,0,0,0,31.045000000000005,0.0,19258.516666666666,6648.472500000001
9889,54,404.68,0.0,271179.84,0.0,9,54,34,1,3,4,3,2,4,2,0,0,0,1,0,0,0,7.494074074074074,0.0,5021.84888888889,0.0
9895,197,339884.43999999994,239984.53999999998,208947.56999999998,83397.1,12,197,102,12,6,24,12,3,9,12,6,0,9,1,0,0,1,1725.3017258883247,1218.1956345177664,1060.6475634517765,423.3355329949239
9901,3,37755.76,862.53,66625.57,18967.1,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12585.253333333334,287.51,22208.523333333334,6322.366666666666
9933,63,16740.75,0.0,111545.38,0.0,9,63,39,4,1,4,3,3,6,2,1,0,0,0,0,0,0,265.7261904761905,0.0,1770.5615873015875,0.0
9937,3,30785.6,30785.6,0.0,0.0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10261.866666666667,10261.866666666667,0.0,0.0
9939,6,172964.26,172953.73,369110.76,213947.30000000002,2,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,28827.376666666667,28825.62166666667,61518.46,35657.88333333334
9965,15,1192709.25,1191892.8599999999,250646.47,217963.56999999998,3,15,13,1,0,0,0,1,0,0,0,0,0,0,0,0,0,79513.95,79459.52399999999,16709.764666666666,14530.904666666665
9973,62,28814.519999999997,10854.1,74383.31000000001,19247.760000000002,9,62,42,4,4,3,2,3,2,0,1,0,0,1,0,0,0,464.7503225806451,175.06612903225806,1199.730806451613,310.4477419354839
9983,45,69353.28,9507.84,174872.40000000002,621.62,8,36,30,2,3,3,3,2,1,0,1,0,0,0,0,0,0,1541.184,211.28533333333334,3886.0533333333337,13.813777777777778
9989,13,0.0,0.0,62281.72,10459.59,5,13,7,0,0,0,3,1,0,1,0,1,0,0,0,0,0,0.0,0.0,4790.901538461539,804.5838461538461
9993,115,174035.54000000004,47239.20999999999,217181.63000000003,36505.11,12,115,67,5,4,12,5,3,6,8,2,0,1,1,0,1,0,1513.3525217391307,410.7757391304347,1888.5359130434786,317.4357391304348
10013,19,16951.32,182.51,16878.49,12773.5,5,19,14,0,0,0,0,0,2,1,1,0,1,0,0,0,0,892.1747368421053,9.60578947368421,888.3415789473685,672.2894736842105
10015,2,163588.22,93447.1,0.0,0.0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,81794.11,46723.55,0.0,0.0
10017,50,2218800.0799999996,950292.68,2928213.9299999997,2181958.19,10,50,32,3,1,3,1,3,3,1,2,0,0,1,0,0,0,44376.00159999999,19005.853600000002,58564.27859999999,43639.1638
10043,14,14256.119999999999,3469.48,76894.86,76791.65,3,14,9,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1018.2942857142856,247.82,5492.49,5485.117857142856
10067,20,133126.94999999998,128473.73000000001,0.0,0.0,3,10,16,0,0,0,0,2,0,2,0,0,0,0,0,0,0,6656.347499999999,6423.686500000001,0.0,0.0
10083,29,606569.5499999999,272349.38,726820.4099999999,457940.83,9,29,14,3,1,1,4,1,3,1,1,0,0,0,0,0,0,20916.19137931034,9391.357931034483,25062.772758620686,15791.063103448276
10089,14,442390.44999999995,0.0,25542.49,25542.49,3,14,11,0,0,0,0,2,1,0,0,0,0,0,0,0,0,31599.317857142854,0.0,1824.4635714285716,1824.4635714285716
10119,2,37956.590000000004,102.47,0.0,0.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18978.295000000002,51.235,0.0,0.0
10149,10,120211.07999999999,66903.94,69488.25,25879.43,2,10,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12021.107999999998,6690.394,6948.825,2587.943
10153,315,0.0,0.0,360536.04,0.0,13,164,174,8,3,27,20,10,19,18,17,2,8,3,0,6,0,0.0,0.0,1144.558857142857,0.0
10165,11,12797.060000000001,5617.72,29110.66,19298.8,5,11,7,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1163.369090909091,510.7018181818182,2646.4236363636364,1754.4363636363635
10173,23,2807989.24,547414.8,3024939.05,326532.99,6,23,15,2,1,0,0,3,1,0,0,0,0,1,0,0,0,122086.48869565218,23800.64347826087,131519.08913043476,14197.08652173913
10175,4,19502.75,14950.57,346.08,0.0,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4875.6875,3737.6425,86.52,0.0
10185,106,93377.6,93377.6,181558.09000000005,869.3199999999999,10,106,79,3,2,6,6,3,4,0,0,1,1,1,0,0,0,880.9207547169812,880.9207547169812,1712.8121698113214,8.201132075471698
10193,10,181346.88,181080.91000000003,169723.88999999998,169512.51,4,10,6,1,0,0,0,1,2,0,0,0,0,0,0,0,0,18134.688000000002,18108.091000000004,16972.389,16951.251
10209,2,48703.42,48703.42,0.0,0.0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24351.71,24351.71,0.0,0.0
10223,3,1868.47,0.0,0.0,0.0,3,3,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,622.8233333333334,0.0,0.0,0.0
10241,1,18024.48,18024.48,1588.57,1588.57,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18024.48,18024.48,1588.57,1588.57
10275,23,223073.53000000006,86828.78,19569.37,19569.37,4,23,19,2,1,0,0,0,0,0,1,0,0,0,0,0,0,9698.849130434784,3775.164347826087,850.8421739130434,850.8421739130434
10305,58,11442.71,4650.929999999999,49615.439999999995,7439.89,11,58,29,2,3,7,3,3,6,2,1,1,1,0,0,0,0,197.28810344827585,80.18844827586206,855.4386206896551,128.27396551724138
10317,62,6062.6,6062.6,318798.75000000023,0.0,8,62,40,2,4,1,6,3,4,2,0,0,0,0,0,0,0,97.78387096774195,97.78387096774195,5141.9153225806485,0.0
10345,90,197623.59000000003,89204.33,2005940.8200000003,0.0,11,90,43,5,3,10,4,3,6,10,3,0,1,2,0,0,0,2195.817666666667,991.1592222222223,22288.231333333337,0.0
10363,7,79649.29,79649.29,144194.49000000002,0.0,1,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11378.47,11378.47,20599.21285714286,0.0
10367,9,208244.42999999996,112482.66,0.0,0.0,2,9,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,23138.269999999997,12498.073333333334,0.0,0.0
10375,2,520186.92,520186.92,880825.56,880825.56,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260093.46,260093.46,440412.78,440412.78
10385,72,118046.54999999996,0.0,280601.9200000001,0.0,11,72,38,4,3,7,2,3,2,8,3,1,0,1,0,0,0,1639.5354166666662,0.0,3897.24888888889,0.0
10413,2,283043.56,283043.56,0.0,0.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141521.78,141521.78,0.0,0.0
10415,40,2050.45,1880.6799999999998,41441.369999999995,15676.539999999999,9,40,27,2,1,1,4,2,1,0,0,0,1,1,0,0,0,51.26125,47.016999999999996,1036.03425,391.9135
10421,12,638853.78,613511.0,3064600.9499999997,3064549.96,3,12,10,0,0,0,1,1,0,0,0,0,0,0,0,0,0,53237.815,51125.916666666664,255383.41249999998,255379.16333333333
10433,8,106960.10999999999,54083.2,109915.91,5778.06,2,8,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13370.013749999998,6760.4,13739.48875,722.2575
10449,26,186458.79000000004,144155.51,11149.71,1086.55,4,26,22,2,0,0,0,1,0,0,0,0,0,1,0,0,0,7171.491923076925,5544.442692307693,428.835,41.79038461538461
10469,52,262026.29,108784.10999999999,562629.78,135340.81,8,52,40,2,1,0,1,3,2,2,1,0,0,0,0,0,0,5038.967115384616,2092.002115384615,10819.803461538462,2602.7078846153845
10471,29,19140.51,18829.48,9623.970000000001,1006.98,6,29,23,0,1,0,0,1,1,2,1,0,0,0,0,0,0,660.0175862068965,649.2924137931034,331.86103448275867,34.72344827586207
10487,15,220696.21,191343.27000000002,0.0,0.0,5,15,7,1,0,0,0,3,2,2,0,0,0,0,0,0,0,14713.080666666667,12756.218,0.0,0.0
10499,72,5508.229999999999,0.0,15931.299999999997,0.0,8,43,47,6,0,4,4,6,2,1,2,0,0,0,0,0,0,76.50319444444443,0.0,221.26805555555552,0.0
10503,98,118526.04000000002,0.0,0.0,0.0,9,54,49,8,0,9,2,6,9,8,5,0,2,0,0,0,0,1209.4493877551022,0.0,0.0,0.0
10513,11,284039.98,151394.78,0.0,0.0,3,11,9,0,0,0,0,1,1,0,0,0,0,0,0,0,0,25821.81636363636,13763.161818181818,0.0,0.0
10523,2,73353.23,73353.23,0.0,0.0,2,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,36676.615,36676.615,0.0,0.0
10531,6,123666.67000000001,31094.82,0.0,0.0,1,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20611.111666666668,5182.47,0.0,0.0
10575,5,100234.74,100234.74,34794.03,32460.35,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20046.948,20046.948,6958.806,6492.07
10597,16,3511.36,978.03,108782.53,0.0,4,8,8,0,0,4,0,2,2,0,0,0,0,0,0,0,0,219.46,61.126875,6798.908125,0.0
10603,20,0.0,0.0,306530.43,0.0,8,20,10,0,2,2,2,1,1,1,0,1,0,0,0,0,0,0.0,0.0,15326.521499999999,0.0
10623,3,433330.84,433330.84,230301.09,186270.17,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144443.61333333334,144443.61333333334,76767.03,62090.05666666667
10629,3,0.0,0.0,988.66,0.0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,329.55333333333334,0.0
10649,44,168595.98,129456.64,208393.79999999996,158379.68000000002,9,44,30,3,1,1,2,2,3,0,1,0,0,1,0,0,0,3831.7268181818185,2942.1963636363635,4736.222727272726,3599.5381818181822
