level,STATE_CODE,COUNTRY_CODE,BROWSER_COUNT,OS_COUNT,TOTAL_DEVICES,SESSION_COUNT,COUNT_BANKS,OCCUPATION_GROUP,age,days_to_verify,days_since_creation,exposure_count,SENT_INDIRECT_EXPOSURE_SUM,SENT_DIRECT_EXPOSURE_SUM,RECEIVED_INDIRECT_EXPOSURE_SUM,RECEIVED_DIRECT_EXPOSURE_SUM,cluster_category_count,cluster_name_count,cluster_category_category_1,cluster_category_category_2,cluster_category_category_3,cluster_category_category_4,cluster_category_category_5,cluster_category_category_6,cluster_category_category_7,cluster_category_category_8,cluster_category_category_9,cluster_category_category_10,cluster_category_category_11,cluster_category_category_12,cluster_category_category_13,cluster_category_category_14,cluster_category_category_15,SENT_INDIRECT_EXPOSURE_AVG,SENT_DIRECT_EXPOSURE_AVG,RECEIVED_INDIRECT_EXPOSURE_AVG,RECEIVED_DIRECT_EXPOSURE_AVG,AMOUNT_nunique_type_1,AMOUNT_nunique_type_2,AMOUNT_nunique_type_3,AMOUNT_nunique_type_4,AMOUNT_nunique_type_5,AMOUNT_sum_type_1,AMOUNT_sum_type_2,AMOUNT_sum_type_3,AMOUNT_sum_type_4,AMOUNT_sum_type_5,CURRENCY_nunique_type_1,CURRENCY_nunique_type_2,CURRENCY_nunique_type_3,CURRENCY_nunique_type_4,CURRENCY_nunique_type_5
level_b,NV,US,5.0,2.0,9.0,166,1.0,CONSULTANT,56.0,1.0,1225.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,39379.188,,,,,2.0,,
level_c,NON US,SG,7.0,6.0,25.0,532,2.0,RETIRED,64.0,15.0,1331.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,3.9,,,,,1.0,,,
level_d,MO,US,1.0,1.0,23.0,114,3.0,TECH,39.0,5.0,1283.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,35.0,,,,,1.0,,,
level_b,NE,US,2.0,3.0,7.0,452,4.0,OTHER,30.0,1.0,1456.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,2.0,,,54.066428,3645.0,1.066428,,,2.0,1.0,1.0,,
level_b,TN,US,1.0,3.0,9.0,103,2.0,OTHER,41.0,7.0,1389.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,,,,500.0,12.357851,,,,1.0,2.0,,,
level_b,CA,US,3.0,3.0,24.0,69,3.0,MISSING,25.0,1.0,499.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
level_b,NY,US,1.0,1.0,2.0,10,,MISSING,46.0,1.0,435.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
level_d,HONG KONG,HK,3.0,2.0,7.0,254,6.0,MISSING,58.0,1.0,420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
level_h,NY,US,1.0,1.0,2.0,7,3.0,MISSING,36.0,7.0,1124.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
level_c,NJ,US,1.0,1.0,1.0,8,,MISSING,25.0,1.0,437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
level_d,TX,US,6.0,6.0,43.0,232,15.0,EXECUTIVE,48.0,5.0,1289.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,0.584069,,,,,1.0,,
level_d,NC,US,2.0,4.0,54.0,276,4.0,INVESTOR,33.0,9.0,1393.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
level_b,IL,US,4.0,3.0,10.0,110,3.0,MISSING,64.0,48.0,495.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
level_b,SC,US,5.0,4.0,22.0,60,4.0,MISSING,61.0,1.0,443.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
level_d,NY,US,1.0,1.0,1.0,1,6.0,MISSING,44.0,1.0,1178.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
level_b,FL,US,6.0,5.0,17.0,286,6.0,TECH,46.0,32.0,1138.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
level_d,CA,US,2.0,2.0,40.0,165,2.0,LAW,35.0,6.0,1387.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
level_b,CA,US,4.0,4.0,198.0,662,8.0,OTHER,36.0,0.0,1101.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
level_g,NC,US,2.0,2.0,6.0,20,2.0,MISSING,41.0,0.0,784.0,9.0,5746.51,5569.41,7327.049999999999,5017.85,3.0,9.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,638.5011111111112,618.8233333333333,814.1166666666666,557.5388888888889,,,,,,,,,,,,,,,
level_b,FL,US,2.0,2.0,6.0,10,1.0,RETIRED,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
level_b,GA,US,1.0,1.0,4.0,13,2.0,MISSING,51.0,0.0,666.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
level_c,MEXICO,MX,1.0,1.0,1.0,1,5.0,MISSING,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
level_b,ME,US,3.0,1.0,15.0,82,3.0,PILOT,68.0,3.0,1210.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
level_b,CA,US,5.0,3.0,15.0,134,4.0,STUDENT,31.0,0.0,1941.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
level_d,BC,CA,1.0,1.0,5.0,32,4.0,TECH,57.0,337.0,1631.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
level_d,CO,US,3.0,3.0,10.0,523,3.0,SELF,68.0,9.0,1352.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
level_d,IN,US,3.0,6.0,10.0,390,2.0,MEDICINE,67.0,8.0,1359.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.0,1.0,,,1.000598,40003.558000000005,1.000598,,,1.0,2.0,1.0,,
level_b,NY,US,1.0,1.0,3.0,48,1.0,STUDENT,40.0,0.0,1754.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
level_b,VA,US,3.0,3.0,11.0,116,4.0,OTHER,32.0,19.0,1149.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
level_d,CA,US,2.0,3.0,11.0,292,7.0,TECH,29.0,0.0,1668.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
level_b,AZ,US,3.0,1.0,4.0,51,3.0,MISSING,69.0,0.0,813.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
level_d,TX,US,4.0,3.0,52.0,212,2.0,INVESTOR,31.0,10.0,1361.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
level_d,CA,US,3.0,2.0,13.0,780,5.0,STUDENT,31.0,217.0,1464.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2.0,,,,19705.62,15521.211577,,,,1.0,2.0,,
level_b,MI,US,4.0,4.0,87.0,368,4.0,TECH,42.0,1.0,1298.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,2.0,,,2000.72317,,2000.72317,,,2.0,,2.0,,
level_d,NJ,US,4.0,6.0,18.0,240,3.0,SELF,28.0,8.0,1355.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
level_c,BC,CA,5.0,3.0,10.0,203,4.0,RETIRED,78.0,2.0,1194.0,17.0,154130.56999999998,66066.38,37522.79,4174.05,4.0,17.0,14.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9066.504117647057,3886.257647058824,2207.2229411764706,245.53235294117647,,,,,,,,,,,,,,,
level_c,NC,US,3.0,3.0,8.0,619,6.0,FINANCE,33.0,2.0,1929.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,2.0,,,1.378775,4966.56,2.497648,,,1.0,1.0,1.0,,
level_b,NY,US,1.0,1.0,1.0,1,,MISSING,45.0,1.0,435.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
level_b,FL,US,1.0,1.0,1.0,211,4.0,TECH,30.0,3.0,1510.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
level_b,TX,US,2.0,1.0,6.0,107,1.0,TECH,50.0,8.0,1364.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,10.5,,,,,1.0,,,
level_b,IL,US,1.0,1.0,2.0,18,2.0,OTHER,47.0,187.0,869.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
level_c,NY,US,2.0,3.0,12.0,29,3.0,TRADER,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
level_c,IL,US,,,,54,1.0,RETIRED,69.0,1.0,1733.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
level_b,MD,US,5.0,4.0,30.0,101,3.0,OTHER,55.0,21.0,1144.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
level_d,NON US,SG,1.0,1.0,3.0,13,4.0,MISSING,29.0,,,9.0,785379.9400000001,784186.85,627036.52,626159.59,2.0,9.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87264.43777777778,87131.87222222221,69670.72444444445,69573.28777777778,,,,,,,,,,,,,,,
level_b,MS,US,3.0,2.0,4.0,11,4.0,MISSING,46.0,0.0,882.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
level_c,NY,US,,,,92,2.0,OTHER,37.0,0.0,1947.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
level_b,IL,US,5.0,3.0,27.0,150,4.0,MISSING,65.0,2.0,629.0,6.0,7322.41,0.0,3269.68,0.0,2.0,6.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1220.4016666666666,0.0,544.9466666666666,0.0,,,,,,,,,,,,,,,
level_d,TX,US,3.0,4.0,10.0,264,3.0,EXECUTIVE,49.0,149.0,1201.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
level_d,OH,US,,,,15,2.0,TECH,31.0,0.0,1971.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
level_b,CA,US,1.0,1.0,5.0,69,2.0,BUSINESS,60.0,5.0,1354.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,2.0,8.0,,,86.99810000000001,1106263.33,1863.9927,,,1.0,1.0,2.0,,
level_d,CA,US,2.0,1.0,3.0,7,8.0,OTHER,56.0,0.0,1959.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
level_d,NY,US,1.0,1.0,1.0,1,4.0,FINANCE,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
level_b,CA,US,3.0,3.0,32.0,282,3.0,TECH,32.0,0.0,1382.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,,,,0.11,2502.6,,,,1.0,2.0,,
level_b,IL,US,3.0,3.0,9.0,200,2.0,EXECUTIVE,32.0,3.0,1197.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
level_d,CA,US,3.0,3.0,8.0,244,2.0,OTHER,37.0,38.0,1581.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,5.0,1.0,,,5.0,5.173444,5.0,,,1.0,1.0,1.0,,
level_b,FL,US,2.0,3.0,6.0,50,3.0,OTHER,30.0,65.0,1393.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
level_b,CA,US,4.0,3.0,26.0,96,2.0,FINANCE,46.0,16.0,1156.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
level_b,CA,US,,,,14,1.0,ENTREPRENEUR,35.0,1.0,1475.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
level_c,QC,CA,3.0,4.0,9.0,35,2.0,TECH,35.0,3.0,1282.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,2.0,,,1.5,,15981.5,,,1.0,,2.0,,
level_c,TX,US,1.0,1.0,2.0,338,,MEDICINE,59.0,0.0,1254.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,3.0,,,0.068882,,0.166102,,,1.0,,1.0,,
level_b,FL,US,1.0,1.0,6.0,108,2.0,FINANCE,34.0,4.0,1288.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
level_d,CA,US,3.0,2.0,4.0,8,,MISSING,59.0,2.0,618.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
level_d,MI,US,3.0,4.0,9.0,202,1.0,OTHER,37.0,2.0,1372.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,5.318814,,,,,1.0,,
level_d,NON US,SG,5.0,3.0,28.0,152,6.0,OTHER,35.0,1.0,1235.0,9.0,0.0,0.0,358785.68,320600.03,2.0,8.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39865.07555555555,35622.22555555555,,,,,,,,,,,,,,,
level_c,CA,US,3.0,2.0,14.0,319,7.0,ENTREPRENEUR,34.0,84.0,1261.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,500.0,,,,,1.0,,
level_d,VA,US,2.0,1.0,6.0,232,2.0,OTHER,56.0,0.0,1196.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
level_d,NY,US,,,,15,2.0,TECH,40.0,0.0,1682.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
level_d,NON US,SG,1.0,2.0,62.0,115,2.0,OTHER,51.0,385.0,1072.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
level_c,CA,US,3.0,2.0,3.0,19,,MISSING,36.0,1.0,437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
level_b,NY,US,2.0,2.0,4.0,19,1.0,PROFESSOR,54.0,4.0,1173.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
level_d,NY,US,4.0,5.0,27.0,276,2.0,CONSULTANT,69.0,15.0,1358.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
level_b,NE,US,2.0,1.0,4.0,4,3.0,MISSING,40.0,6.0,536.0,40.0,0.0,0.0,106313.91000000005,0.0,10.0,40.0,16.0,0.0,1.0,4.0,3.0,1.0,2.0,7.0,3.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2657.847750000001,0.0,,,,,,,,,,,,,,,
level_d,NON US,GB,1.0,1.0,5.0,230,2.0,FINANCE,33.0,0.0,1526.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
level_c,SEOUL,KR,1.0,2.0,4.0,242,3.0,OTHER,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
level_b,CA,US,1.0,2.0,17.0,83,1.0,STUDENT,41.0,14.0,1327.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
level_b,FL,US,1.0,1.0,5.0,134,5.0,TECH,40.0,0.0,1935.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
level_c,NC,US,,,,226,2.0,STUDENT,29.0,7.0,1715.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
level_b,CA,US,2.0,1.0,3.0,22,1.0,TECH,36.0,6.0,1348.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
level_b,KS,US,5.0,4.0,43.0,847,5.0,MEDICINE,43.0,5.0,1347.0,114.0,68729.54,29965.60000000001,190322.58,116884.76000000002,9.0,58.0,84.0,6.0,2.0,2.0,4.0,4.0,6.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,602.8907017543859,262.85614035087724,1669.4963157894738,1025.304912280702,,5.0,,,,,12.9005,,,,,1.0,,,
level_b,GA,US,,,,78,1.0,TECH,42.0,2.0,1452.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
level_d,MAOPOLSKIE,PL,3.0,2.0,3.0,15,,MISSING,35.0,4.0,1130.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
level_c,IL,US,3.0,2.0,6.0,284,2.0,MANAGER,39.0,76.0,1079.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
level_b,IN,US,,,,52,1.0,ENTREPRENEUR,35.0,0.0,1277.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,7.0,9.0,,,6.800196,116567.51,16.410219,,,1.0,1.0,1.0,,
level_b,CA,US,1.0,1.0,3.0,28,1.0,OTHER,59.0,18.0,1385.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
level_b,NY,US,4.0,3.0,10.0,122,3.0,EXECUTIVE,35.0,101.0,938.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
level_b,NY,US,4.0,3.0,5.0,10,,MISSING,33.0,0.0,481.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
level_b,NJ,US,5.0,3.0,16.0,84,6.0,TECH,29.0,8.0,1360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
level_b,WA,US,1.0,1.0,5.0,20,5.0,EXECUTIVE,47.0,13.0,1348.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
level_b,VA,US,3.0,3.0,8.0,372,3.0,MISSING,67.0,0.0,653.0,1.0,7937.03,7937.03,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7937.03,7937.03,0.0,0.0,,,,,,,,,,,,,,,
level_b,CO,US,4.0,5.0,18.0,105,1.0,SALES,60.0,0.0,1112.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
level_b,FL,US,3.0,3.0,11.0,99,3.0,MARKETING,27.0,5.0,1345.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
level_b,FL,US,1.0,1.0,5.0,34,2.0,SALES,50.0,2.0,1212.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
level_b,CA,US,1.0,1.0,8.0,15,2.0,EXECUTIVE,55.0,20.0,1144.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
level_g,TX,US,1.0,1.0,1.0,1,5.0,MISSING,66.0,1.0,857.0,212.0,435531.7600000001,116961.72,1731971.59,3665.61,12.0,107.0,124.0,14.0,6.0,15.0,8.0,8.0,10.0,12.0,4.0,2.0,3.0,6.0,0.0,0.0,0.0,2054.395094339623,551.7062264150943,8169.6773113207555,17.29061320754717,,,,,,,,,,,,,,,
level_b,FL,US,1.0,1.0,2.0,6,1.0,TECH,39.0,5.0,1387.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
level_d,MA,US,5.0,5.0,10.0,223,4.0,FINANCE,36.0,6.0,1219.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,1000.0,0.451367,,,,1.0,1.0,,,
level_b,NY,US,5.0,6.0,17.0,1541,4.0,LAW,34.0,4.0,1383.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,1500.0,,1000.0,,,1.0,,1.0,,
level_d,NJ,US,,,,31,2.0,CONSULTANT,62.0,1.0,1273.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,149000.0,,,,,1.0,,
level_b,NY,US,3.0,4.0,6.0,97,2.0,TECH,40.0,5.0,1383.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
level_b,CO,US,3.0,3.0,11.0,50,4.0,SELF,31.0,2.0,1174.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
level_b,DC,US,4.0,4.0,20.0,217,15.0,STUDENT,26.0,27.0,1319.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,50000.0,,,,,1.0,,
level_g,FRANCE,FR,1.0,1.0,1.0,1,3.0,MISSING,39.0,0.0,490.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
level_c,NY,US,6.0,4.0,24.0,213,5.0,TECH,47.0,0.0,1969.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
level_b,NY,US,5.0,6.0,17.0,370,3.0,MEDICINE,51.0,6.0,1495.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,0.113532,0.091937,0.113532,,,1.0,1.0,1.0,,
level_d,CA,US,3.0,2.0,5.0,172,12.0,TECH,50.0,1.0,1260.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,500.0,,,,,1.0,,,,
level_b,CA,US,3.0,2.0,5.0,45,1.0,MARKETING,50.0,5.0,1341.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
level_d,NM,US,3.0,3.0,9.0,145,9.0,MISSING,66.0,2.0,629.0,7.0,14547.44,0.0,0.0,0.0,3.0,7.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2078.2057142857143,0.0,0.0,0.0,,,,,,,,,,,,,,,
level_c,OR,US,1.0,1.0,3.0,7,,OTHER,37.0,0.0,1011.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
level_d,CA,US,5.0,5.0,17.0,134,3.0,EXECUTIVE,40.0,1.0,1374.0,84.0,3089914.43,14218.06,2801440.83,702462.7,9.0,84.0,47.0,7.0,3.0,5.0,7.0,3.0,6.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,36784.695595238096,169.26261904761904,33350.48607142857,8362.65119047619,,1.0,1.0,,,,244000.0,53.0,,,,1.0,1.0,,
level_b,TX,US,3.0,3.0,14.0,47,2.0,INVESTOR,51.0,4.0,1003.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
level_b,FL,US,4.0,4.0,31.0,165,4.0,SELF,36.0,71.0,1439.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
level_b,CA,US,2.0,3.0,10.0,46,1.0,TECH,30.0,39.0,1106.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
level_b,GA,US,4.0,4.0,20.0,97,1.0,TECH,39.0,1.0,1284.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
level_b,UT,US,4.0,3.0,11.0,69,3.0,OTHER,61.0,7.0,1316.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
level_b,NJ,US,8.0,6.0,29.0,604,6.0,RETIRED,70.0,0.0,949.0,5.0,2676.9300000000003,2629.2300000000005,101.6,0.0,1.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,535.3860000000001,525.8460000000001,20.32,0.0,,,,,,,,,,,,,,,
level_b,IL,US,2.0,1.0,7.0,42,4.0,SELF,52.0,2.0,1705.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
level_d,MN,US,1.0,2.0,34.0,40,2.0,STUDENT,44.0,0.0,1053.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
level_b,CA,US,1.0,1.0,7.0,263,1.0,TECH,49.0,8.0,1360.0,4.0,536591.26,534956.42,0.0,0.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134147.815,133739.105,0.0,0.0,,6.0,1.0,,,,106.565957,10000.0,,,,1.0,1.0,,
level_d,ON,CA,3.0,3.0,20.0,277,7.0,CONSULTANT,56.0,,,21.0,60692.07,55526.35,18366.01,6654.77,1.0,11.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2890.098571428572,2644.1119047619045,874.5719047619046,316.8938095238095,,,,,,,,,,,,,,,
level_b,MA,US,3.0,2.0,12.0,253,2.0,SALES,25.0,120.0,1268.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
level_b,MI,US,4.0,3.0,8.0,405,1.0,OTHER,31.0,20.0,1453.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,500.0,1720.91,,,,1.0,1.0,,,
level_b,KS,US,4.0,3.0,9.0,33,1.0,MISSING,47.0,33.0,522.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
level_d,TX,US,2.0,2.0,8.0,47,2.0,INVESTOR,25.0,18.0,1149.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
level_d,VA,US,3.0,3.0,5.0,83,3.0,TECH,29.0,2.0,1372.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,0.4345,,,,,1.0,,
level_b,TX,US,3.0,3.0,15.0,155,4.0,MARKETING,29.0,7.0,1389.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,2.999,4000.0,5.998,,,1.0,1.0,1.0,,
level_d,CA,US,1.0,1.0,1.0,6,2.0,MISSING,39.0,3.0,1068.0,25.0,323899.0400000001,32740.59,245343.6,245343.6,7.0,25.0,13.0,3.0,1.0,1.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,12955.961600000004,1309.6236,9813.744,9813.744,,,,,,,,,,,,,,,
level_d,CA,US,2.0,3.0,8.0,218,3.0,OTHER,30.0,0.0,1938.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,500.0,,,,,1.0,,,,
level_b,ID,US,1.0,1.0,3.0,33,6.0,SELF,32.0,11.0,1709.0,4.0,870.65,0.0,716422.88,267543.97,2.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,217.6625,0.0,179105.72,66885.9925,,,,,,,,,,,,,,,
level_d,TX,US,3.0,2.0,85.0,445,2.0,TECH,36.0,642.0,1326.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,0.316065,1.513001,,,,1.0,1.0,,,
level_b,NY,US,1.0,1.0,2.0,21,5.0,MISSING,60.0,0.0,668.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
